"time_period","org_unit","product","disease_cases","year","rainfall","mean_temperature","population","location"
"2020-05","0807 Paklay","Coartem [6x2 tablets]",0,2020,43.4316129032258,28.3967741935484,74838,"0807 Paklay-Coartem [6x2 tablets]"
"2020-06","0807 Paklay","Coartem [6x2 tablets]",0,2020,66.546,26.28,74838,"0807 Paklay-Coartem [6x2 tablets]"
"2020-07","0807 Paklay","Coartem [6x2 tablets]",2,2020,73.1077419354839,26.5129032258065,74838,"0807 Paklay-Coartem [6x2 tablets]"
"2020-08","0807 Paklay","Coartem [6x2 tablets]",0,2020,107.157096774194,25.0838709677419,74838,"0807 Paklay-Coartem [6x2 tablets]"
"2020-09","0807 Paklay","Coartem [6x2 tablets]",10,2020,80.126,25.6166666666667,74838,"0807 Paklay-Coartem [6x2 tablets]"
"2020-10","0807 Paklay","Coartem [6x2 tablets]",0,2020,28.7987096774194,23.6451612903226,74838,"0807 Paklay-Coartem [6x2 tablets]"
"2020-11","0807 Paklay","Coartem [6x2 tablets]",0,2020,7.11333333333333,23.3633333333333,74838,"0807 Paklay-Coartem [6x2 tablets]"
"2020-12","0807 Paklay","Coartem [6x2 tablets]",0,2020,0.152903225806452,20.5645161290323,74838,"0807 Paklay-Coartem [6x2 tablets]"
"2021-01","0807 Paklay","Coartem [6x2 tablets]",0,2021,0.823870967741935,20.1677419354839,75651,"0807 Paklay-Coartem [6x2 tablets]"
"2021-02","0807 Paklay","Coartem [6x2 tablets]",0,2021,4.125,22.7928571428571,75651,"0807 Paklay-Coartem [6x2 tablets]"
"2021-03","0807 Paklay","Coartem [6x2 tablets]",0,2021,16.5293548387097,26.6612903225806,75651,"0807 Paklay-Coartem [6x2 tablets]"
"2021-04","0807 Paklay","Coartem [6x2 tablets]",0,2021,42.5456666666667,25.46,75651,"0807 Paklay-Coartem [6x2 tablets]"
"2021-05","0807 Paklay","Coartem [6x2 tablets]",0,2021,41.9548387096774,27.4838709677419,75651,"0807 Paklay-Coartem [6x2 tablets]"
"2021-06","0807 Paklay","Coartem [6x2 tablets]",0,2021,74.4926666666667,25.89,75651,"0807 Paklay-Coartem [6x2 tablets]"
"2019-02","0807 Paklay","Coartem [6x3 tablets]",0,2019,1.57464285714286,24.6964285714286,73977,"0807 Paklay-Coartem [6x3 tablets]"
"2019-03","0807 Paklay","Coartem [6x3 tablets]",0,2019,7.53387096774194,26.8,73977,"0807 Paklay-Coartem [6x3 tablets]"
"2019-04","0807 Paklay","Coartem [6x3 tablets]",0,2019,15.9433333333333,28.8566666666667,73977,"0807 Paklay-Coartem [6x3 tablets]"
"2019-05","0807 Paklay","Coartem [6x3 tablets]",0,2019,54.3425806451613,27.3741935483871,73977,"0807 Paklay-Coartem [6x3 tablets]"
"2019-06","0807 Paklay","Coartem [6x3 tablets]",0,2019,47.1133333333333,26.65,73977,"0807 Paklay-Coartem [6x3 tablets]"
"2019-07","0807 Paklay","Coartem [6x3 tablets]",0,2019,49.0470967741935,25.9612903225806,73977,"0807 Paklay-Coartem [6x3 tablets]"
"2019-08","0807 Paklay","Coartem [6x3 tablets]",0,2019,126.724516129032,24.7,73977,"0807 Paklay-Coartem [6x3 tablets]"
"2019-09","0807 Paklay","Coartem [6x3 tablets]",0,2019,47.0223333333333,25.5166666666667,73977,"0807 Paklay-Coartem [6x3 tablets]"
"2019-10","0807 Paklay","Coartem [6x3 tablets]",0,2019,12.7058064516129,25.9290322580645,73977,"0807 Paklay-Coartem [6x3 tablets]"
"2019-11","0807 Paklay","Coartem [6x3 tablets]",0,2019,2.883,24.1666666666667,73977,"0807 Paklay-Coartem [6x3 tablets]"
"2019-12","0807 Paklay","Coartem [6x3 tablets]",0,2019,0.0526666666666667,21.0933333333333,73977,"0807 Paklay-Coartem [6x3 tablets]"
"2020-01","0807 Paklay","Coartem [6x3 tablets]",0,2020,0.431290322580645,23.6161290322581,74838,"0807 Paklay-Coartem [6x3 tablets]"
"2020-02","0807 Paklay","Coartem [6x3 tablets]",0,2020,0.851034482758621,23.451724137931,74838,"0807 Paklay-Coartem [6x3 tablets]"
"2020-03","0807 Paklay","Coartem [6x3 tablets]",0,2020,6.5741935483871,26.1612903225806,74838,"0807 Paklay-Coartem [6x3 tablets]"
"2020-04","0807 Paklay","Coartem [6x3 tablets]",0,2020,23.0353333333333,27.21,74838,"0807 Paklay-Coartem [6x3 tablets]"
"2020-05","0807 Paklay","Coartem [6x3 tablets]",0,2020,43.4316129032258,28.3967741935484,74838,"0807 Paklay-Coartem [6x3 tablets]"
"2020-06","0807 Paklay","Coartem [6x3 tablets]",0,2020,66.546,26.28,74838,"0807 Paklay-Coartem [6x3 tablets]"
"2020-07","0807 Paklay","Coartem [6x3 tablets]",2,2020,73.1077419354839,26.5129032258065,74838,"0807 Paklay-Coartem [6x3 tablets]"
"2020-08","0807 Paklay","Coartem [6x3 tablets]",0,2020,107.157096774194,25.0838709677419,74838,"0807 Paklay-Coartem [6x3 tablets]"
"2020-09","0807 Paklay","Coartem [6x3 tablets]",10,2020,80.126,25.6166666666667,74838,"0807 Paklay-Coartem [6x3 tablets]"
"2020-10","0807 Paklay","Coartem [6x3 tablets]",0,2020,28.7987096774194,23.6451612903226,74838,"0807 Paklay-Coartem [6x3 tablets]"
"2020-11","0807 Paklay","Coartem [6x3 tablets]",0,2020,7.11333333333333,23.3633333333333,74838,"0807 Paklay-Coartem [6x3 tablets]"
"2020-12","0807 Paklay","Coartem [6x3 tablets]",0,2020,0.152903225806452,20.5645161290323,74838,"0807 Paklay-Coartem [6x3 tablets]"
"2021-01","0807 Paklay","Coartem [6x3 tablets]",0,2021,0.823870967741935,20.1677419354839,75651,"0807 Paklay-Coartem [6x3 tablets]"
"2021-02","0807 Paklay","Coartem [6x3 tablets]",0,2021,4.125,22.7928571428571,75651,"0807 Paklay-Coartem [6x3 tablets]"
"2021-03","0807 Paklay","Coartem [6x3 tablets]",0,2021,16.5293548387097,26.6612903225806,75651,"0807 Paklay-Coartem [6x3 tablets]"
"2021-04","0807 Paklay","Coartem [6x3 tablets]",0,2021,42.5456666666667,25.46,75651,"0807 Paklay-Coartem [6x3 tablets]"
"2021-05","0807 Paklay","Coartem [6x3 tablets]",0,2021,41.9548387096774,27.4838709677419,75651,"0807 Paklay-Coartem [6x3 tablets]"
"2021-06","0807 Paklay","Coartem [6x3 tablets]",0,2021,74.4926666666667,25.89,75651,"0807 Paklay-Coartem [6x3 tablets]"
"2019-02","0807 Paklay","Coartem [6x4 tablets]",2,2019,1.57464285714286,24.6964285714286,73977,"0807 Paklay-Coartem [6x4 tablets]"
"2019-03","0807 Paklay","Coartem [6x4 tablets]",0,2019,7.53387096774194,26.8,73977,"0807 Paklay-Coartem [6x4 tablets]"
"2019-04","0807 Paklay","Coartem [6x4 tablets]",0,2019,15.9433333333333,28.8566666666667,73977,"0807 Paklay-Coartem [6x4 tablets]"
"2019-05","0807 Paklay","Coartem [6x4 tablets]",0,2019,54.3425806451613,27.3741935483871,73977,"0807 Paklay-Coartem [6x4 tablets]"
"2019-06","0807 Paklay","Coartem [6x4 tablets]",0,2019,47.1133333333333,26.65,73977,"0807 Paklay-Coartem [6x4 tablets]"
"2019-07","0807 Paklay","Coartem [6x4 tablets]",0,2019,49.0470967741935,25.9612903225806,73977,"0807 Paklay-Coartem [6x4 tablets]"
"2019-08","0807 Paklay","Coartem [6x4 tablets]",0,2019,126.724516129032,24.7,73977,"0807 Paklay-Coartem [6x4 tablets]"
"2019-09","0807 Paklay","Coartem [6x4 tablets]",0,2019,47.0223333333333,25.5166666666667,73977,"0807 Paklay-Coartem [6x4 tablets]"
"2019-10","0807 Paklay","Coartem [6x4 tablets]",0,2019,12.7058064516129,25.9290322580645,73977,"0807 Paklay-Coartem [6x4 tablets]"
"2019-11","0807 Paklay","Coartem [6x4 tablets]",0,2019,2.883,24.1666666666667,73977,"0807 Paklay-Coartem [6x4 tablets]"
"2019-12","0807 Paklay","Coartem [6x4 tablets]",0,2019,0.0526666666666667,21.0933333333333,73977,"0807 Paklay-Coartem [6x4 tablets]"
"2020-01","0807 Paklay","Coartem [6x4 tablets]",0,2020,0.431290322580645,23.6161290322581,74838,"0807 Paklay-Coartem [6x4 tablets]"
"2020-02","0807 Paklay","Coartem [6x4 tablets]",0,2020,0.851034482758621,23.451724137931,74838,"0807 Paklay-Coartem [6x4 tablets]"
"2020-03","0807 Paklay","Coartem [6x4 tablets]",0,2020,6.5741935483871,26.1612903225806,74838,"0807 Paklay-Coartem [6x4 tablets]"
"2020-04","0807 Paklay","Coartem [6x4 tablets]",0,2020,23.0353333333333,27.21,74838,"0807 Paklay-Coartem [6x4 tablets]"
"2020-05","0807 Paklay","Coartem [6x4 tablets]",0,2020,43.4316129032258,28.3967741935484,74838,"0807 Paklay-Coartem [6x4 tablets]"
"2020-06","0807 Paklay","Coartem [6x4 tablets]",0,2020,66.546,26.28,74838,"0807 Paklay-Coartem [6x4 tablets]"
"2020-07","0807 Paklay","Coartem [6x4 tablets]",2,2020,73.1077419354839,26.5129032258065,74838,"0807 Paklay-Coartem [6x4 tablets]"
"2020-08","0807 Paklay","Coartem [6x4 tablets]",0,2020,107.157096774194,25.0838709677419,74838,"0807 Paklay-Coartem [6x4 tablets]"
"2020-09","0807 Paklay","Coartem [6x4 tablets]",10,2020,80.126,25.6166666666667,74838,"0807 Paklay-Coartem [6x4 tablets]"
"2020-10","0807 Paklay","Coartem [6x4 tablets]",0,2020,28.7987096774194,23.6451612903226,74838,"0807 Paklay-Coartem [6x4 tablets]"
"2020-11","0807 Paklay","Coartem [6x4 tablets]",0,2020,7.11333333333333,23.3633333333333,74838,"0807 Paklay-Coartem [6x4 tablets]"
"2020-12","0807 Paklay","Coartem [6x4 tablets]",0,2020,0.152903225806452,20.5645161290323,74838,"0807 Paklay-Coartem [6x4 tablets]"
"2021-01","0807 Paklay","Coartem [6x4 tablets]",0,2021,0.823870967741935,20.1677419354839,75651,"0807 Paklay-Coartem [6x4 tablets]"
"2021-02","0807 Paklay","Coartem [6x4 tablets]",0,2021,4.125,22.7928571428571,75651,"0807 Paklay-Coartem [6x4 tablets]"
"2021-03","0807 Paklay","Coartem [6x4 tablets]",0,2021,16.5293548387097,26.6612903225806,75651,"0807 Paklay-Coartem [6x4 tablets]"
"2021-04","0807 Paklay","Coartem [6x4 tablets]",0,2021,42.5456666666667,25.46,75651,"0807 Paklay-Coartem [6x4 tablets]"
"2021-05","0807 Paklay","Coartem [6x4 tablets]",0,2021,41.9548387096774,27.4838709677419,75651,"0807 Paklay-Coartem [6x4 tablets]"
"2021-06","0807 Paklay","Coartem [6x4 tablets]",0,2021,74.4926666666667,25.89,75651,"0807 Paklay-Coartem [6x4 tablets]"
"2019-02","0807 Paklay","Primaquine 7.5 mg",44,2019,1.57464285714286,24.6964285714286,73977,"0807 Paklay-Primaquine 7.5 mg"
"2019-03","0807 Paklay","Primaquine 7.5 mg",0,2019,7.53387096774194,26.8,73977,"0807 Paklay-Primaquine 7.5 mg"
"2019-04","0807 Paklay","Primaquine 7.5 mg",0,2019,15.9433333333333,28.8566666666667,73977,"0807 Paklay-Primaquine 7.5 mg"
"2019-05","0807 Paklay","Primaquine 7.5 mg",0,2019,54.3425806451613,27.3741935483871,73977,"0807 Paklay-Primaquine 7.5 mg"
"2019-06","0807 Paklay","Primaquine 7.5 mg",0,2019,47.1133333333333,26.65,73977,"0807 Paklay-Primaquine 7.5 mg"
"2019-07","0807 Paklay","Primaquine 7.5 mg",0,2019,49.0470967741935,25.9612903225806,73977,"0807 Paklay-Primaquine 7.5 mg"
"2019-08","0807 Paklay","Primaquine 7.5 mg",0,2019,126.724516129032,24.7,73977,"0807 Paklay-Primaquine 7.5 mg"
"2019-09","0807 Paklay","Primaquine 7.5 mg",0,2019,47.0223333333333,25.5166666666667,73977,"0807 Paklay-Primaquine 7.5 mg"
"2019-10","0807 Paklay","Primaquine 7.5 mg",0,2019,12.7058064516129,25.9290322580645,73977,"0807 Paklay-Primaquine 7.5 mg"
"2019-11","0807 Paklay","Primaquine 7.5 mg",0,2019,2.883,24.1666666666667,73977,"0807 Paklay-Primaquine 7.5 mg"
"2019-12","0807 Paklay","Primaquine 7.5 mg",0,2019,0.0526666666666667,21.0933333333333,73977,"0807 Paklay-Primaquine 7.5 mg"
"2020-01","0807 Paklay","Primaquine 7.5 mg",0,2020,0.431290322580645,23.6161290322581,74838,"0807 Paklay-Primaquine 7.5 mg"
"2020-02","0807 Paklay","Primaquine 7.5 mg",0,2020,0.851034482758621,23.451724137931,74838,"0807 Paklay-Primaquine 7.5 mg"
"2020-03","0807 Paklay","Primaquine 7.5 mg",0,2020,6.5741935483871,26.1612903225806,74838,"0807 Paklay-Primaquine 7.5 mg"
"2020-04","0807 Paklay","Primaquine 7.5 mg",0,2020,23.0353333333333,27.21,74838,"0807 Paklay-Primaquine 7.5 mg"
"2020-05","0807 Paklay","Primaquine 7.5 mg",0,2020,43.4316129032258,28.3967741935484,74838,"0807 Paklay-Primaquine 7.5 mg"
"2020-06","0807 Paklay","Primaquine 7.5 mg",0,2020,66.546,26.28,74838,"0807 Paklay-Primaquine 7.5 mg"
"2020-07","0807 Paklay","Primaquine 7.5 mg",50,2020,73.1077419354839,26.5129032258065,74838,"0807 Paklay-Primaquine 7.5 mg"
"2020-08","0807 Paklay","Primaquine 7.5 mg",0,2020,107.157096774194,25.0838709677419,74838,"0807 Paklay-Primaquine 7.5 mg"
"2020-09","0807 Paklay","Primaquine 7.5 mg",100,2020,80.126,25.6166666666667,74838,"0807 Paklay-Primaquine 7.5 mg"
"2020-10","0807 Paklay","Primaquine 7.5 mg",0,2020,28.7987096774194,23.6451612903226,74838,"0807 Paklay-Primaquine 7.5 mg"
"2020-11","0807 Paklay","Primaquine 7.5 mg",20,2020,7.11333333333333,23.3633333333333,74838,"0807 Paklay-Primaquine 7.5 mg"
"2020-12","0807 Paklay","Primaquine 7.5 mg",10,2020,0.152903225806452,20.5645161290323,74838,"0807 Paklay-Primaquine 7.5 mg"
"2021-01","0807 Paklay","Primaquine 7.5 mg",0,2021,0.823870967741935,20.1677419354839,75651,"0807 Paklay-Primaquine 7.5 mg"
"2021-02","0807 Paklay","Primaquine 7.5 mg",0,2021,4.125,22.7928571428571,75651,"0807 Paklay-Primaquine 7.5 mg"
"2021-03","0807 Paklay","Primaquine 7.5 mg",0,2021,16.5293548387097,26.6612903225806,75651,"0807 Paklay-Primaquine 7.5 mg"
"2021-04","0807 Paklay","Primaquine 7.5 mg",0,2021,42.5456666666667,25.46,75651,"0807 Paklay-Primaquine 7.5 mg"
"2021-05","0807 Paklay","Primaquine 7.5 mg",0,2021,41.9548387096774,27.4838709677419,75651,"0807 Paklay-Primaquine 7.5 mg"
"2021-06","0807 Paklay","Primaquine 7.5 mg",0,2021,74.4926666666667,25.89,75651,"0807 Paklay-Primaquine 7.5 mg"
"2019-02","0807 Paklay","Rapid Diagnostic Test (RDT)",160,2019,1.57464285714286,24.6964285714286,73977,"0807 Paklay-Rapid Diagnostic Test (RDT)"
"2019-03","0807 Paklay","Rapid Diagnostic Test (RDT)",0,2019,7.53387096774194,26.8,73977,"0807 Paklay-Rapid Diagnostic Test (RDT)"
"2019-04","0807 Paklay","Rapid Diagnostic Test (RDT)",20,2019,15.9433333333333,28.8566666666667,73977,"0807 Paklay-Rapid Diagnostic Test (RDT)"
"2019-05","0807 Paklay","Rapid Diagnostic Test (RDT)",30,2019,54.3425806451613,27.3741935483871,73977,"0807 Paklay-Rapid Diagnostic Test (RDT)"
"2019-06","0807 Paklay","Rapid Diagnostic Test (RDT)",210,2019,47.1133333333333,26.65,73977,"0807 Paklay-Rapid Diagnostic Test (RDT)"
"2019-07","0807 Paklay","Rapid Diagnostic Test (RDT)",250,2019,49.0470967741935,25.9612903225806,73977,"0807 Paklay-Rapid Diagnostic Test (RDT)"
"2019-08","0807 Paklay","Rapid Diagnostic Test (RDT)",590,2019,126.724516129032,24.7,73977,"0807 Paklay-Rapid Diagnostic Test (RDT)"
"2019-09","0807 Paklay","Rapid Diagnostic Test (RDT)",170,2019,47.0223333333333,25.5166666666667,73977,"0807 Paklay-Rapid Diagnostic Test (RDT)"
"2019-10","0807 Paklay","Rapid Diagnostic Test (RDT)",140,2019,12.7058064516129,25.9290322580645,73977,"0807 Paklay-Rapid Diagnostic Test (RDT)"
"2019-11","0807 Paklay","Rapid Diagnostic Test (RDT)",120,2019,2.883,24.1666666666667,73977,"0807 Paklay-Rapid Diagnostic Test (RDT)"
"2019-12","0807 Paklay","Rapid Diagnostic Test (RDT)",110,2019,0.0526666666666667,21.0933333333333,73977,"0807 Paklay-Rapid Diagnostic Test (RDT)"
"2020-01","0807 Paklay","Rapid Diagnostic Test (RDT)",40,2020,0.431290322580645,23.6161290322581,74838,"0807 Paklay-Rapid Diagnostic Test (RDT)"
"2020-02","0807 Paklay","Rapid Diagnostic Test (RDT)",110,2020,0.851034482758621,23.451724137931,74838,"0807 Paklay-Rapid Diagnostic Test (RDT)"
"2020-03","0807 Paklay","Rapid Diagnostic Test (RDT)",80,2020,6.5741935483871,26.1612903225806,74838,"0807 Paklay-Rapid Diagnostic Test (RDT)"
"2020-04","0807 Paklay","Rapid Diagnostic Test (RDT)",0,2020,23.0353333333333,27.21,74838,"0807 Paklay-Rapid Diagnostic Test (RDT)"
"2020-05","0807 Paklay","Rapid Diagnostic Test (RDT)",120,2020,43.4316129032258,28.3967741935484,74838,"0807 Paklay-Rapid Diagnostic Test (RDT)"
"2020-06","0807 Paklay","Rapid Diagnostic Test (RDT)",210,2020,66.546,26.28,74838,"0807 Paklay-Rapid Diagnostic Test (RDT)"
"2020-07","0807 Paklay","Rapid Diagnostic Test (RDT)",90,2020,73.1077419354839,26.5129032258065,74838,"0807 Paklay-Rapid Diagnostic Test (RDT)"
"2020-08","0807 Paklay","Rapid Diagnostic Test (RDT)",150,2020,107.157096774194,25.0838709677419,74838,"0807 Paklay-Rapid Diagnostic Test (RDT)"
"2020-09","0807 Paklay","Rapid Diagnostic Test (RDT)",170,2020,80.126,25.6166666666667,74838,"0807 Paklay-Rapid Diagnostic Test (RDT)"
"2020-10","0807 Paklay","Rapid Diagnostic Test (RDT)",170,2020,28.7987096774194,23.6451612903226,74838,"0807 Paklay-Rapid Diagnostic Test (RDT)"
"2020-11","0807 Paklay","Rapid Diagnostic Test (RDT)",140,2020,7.11333333333333,23.3633333333333,74838,"0807 Paklay-Rapid Diagnostic Test (RDT)"
"2020-12","0807 Paklay","Rapid Diagnostic Test (RDT)",160,2020,0.152903225806452,20.5645161290323,74838,"0807 Paklay-Rapid Diagnostic Test (RDT)"
"2021-01","0807 Paklay","Rapid Diagnostic Test (RDT)",80,2021,0.823870967741935,20.1677419354839,75651,"0807 Paklay-Rapid Diagnostic Test (RDT)"
"2021-02","0807 Paklay","Rapid Diagnostic Test (RDT)",60,2021,4.125,22.7928571428571,75651,"0807 Paklay-Rapid Diagnostic Test (RDT)"
"2021-03","0807 Paklay","Rapid Diagnostic Test (RDT)",80,2021,16.5293548387097,26.6612903225806,75651,"0807 Paklay-Rapid Diagnostic Test (RDT)"
"2021-04","0807 Paklay","Rapid Diagnostic Test (RDT)",0,2021,42.5456666666667,25.46,75651,"0807 Paklay-Rapid Diagnostic Test (RDT)"
"2021-05","0807 Paklay","Rapid Diagnostic Test (RDT)",20,2021,41.9548387096774,27.4838709677419,75651,"0807 Paklay-Rapid Diagnostic Test (RDT)"
"2021-06","0807 Paklay","Rapid Diagnostic Test (RDT)",70,2021,74.4926666666667,25.89,75651,"0807 Paklay-Rapid Diagnostic Test (RDT)"
"2019-02","0808 Kenthao","Coartem [6x4 tablets]",0,2019,3.24142857142857,25.3428571428571,42593,"0808 Kenthao-Coartem [6x4 tablets]"
"2019-03","0808 Kenthao","Coartem [6x4 tablets]",0,2019,8.7941935483871,27.4451612903226,42593,"0808 Kenthao-Coartem [6x4 tablets]"
"2019-04","0808 Kenthao","Coartem [6x4 tablets]",0,2019,12.904,29.51,42593,"0808 Kenthao-Coartem [6x4 tablets]"
"2019-05","0808 Kenthao","Coartem [6x4 tablets]",0,2019,52.7248387096774,28.2709677419355,42593,"0808 Kenthao-Coartem [6x4 tablets]"
"2019-06","0808 Kenthao","Coartem [6x4 tablets]",0,2019,48.622,27.2833333333333,42593,"0808 Kenthao-Coartem [6x4 tablets]"
"2019-07","0808 Kenthao","Coartem [6x4 tablets]",0,2019,27.0403225806452,26.6161290322581,42593,"0808 Kenthao-Coartem [6x4 tablets]"
"2019-08","0808 Kenthao","Coartem [6x4 tablets]",0,2019,81.54,24.9741935483871,42593,"0808 Kenthao-Coartem [6x4 tablets]"
"2019-09","0808 Kenthao","Coartem [6x4 tablets]",0,2019,36.3096666666667,25.5633333333333,42593,"0808 Kenthao-Coartem [6x4 tablets]"
"2019-10","0808 Kenthao","Coartem [6x4 tablets]",144,2019,10.4835483870968,26.0903225806452,42593,"0808 Kenthao-Coartem [6x4 tablets]"
"2019-11","0808 Kenthao","Coartem [6x4 tablets]",0,2019,2.58466666666667,24.5,42593,"0808 Kenthao-Coartem [6x4 tablets]"
"2019-12","0808 Kenthao","Coartem [6x4 tablets]",0,2019,0.0293333333333333,21.5966666666667,42593,"0808 Kenthao-Coartem [6x4 tablets]"
"2020-01","0808 Kenthao","Coartem [6x4 tablets]",0,2020,0.0564516129032258,24.3774193548387,42929,"0808 Kenthao-Coartem [6x4 tablets]"
"2020-02","0808 Kenthao","Coartem [6x4 tablets]",10,2020,1.35620689655172,24.048275862069,42929,"0808 Kenthao-Coartem [6x4 tablets]"
"2020-03","0808 Kenthao","Coartem [6x4 tablets]",0,2020,8.96709677419355,27.1225806451613,42929,"0808 Kenthao-Coartem [6x4 tablets]"
"2020-04","0808 Kenthao","Coartem [6x4 tablets]",0,2020,20.01,28.02,42929,"0808 Kenthao-Coartem [6x4 tablets]"
"2020-05","0808 Kenthao","Coartem [6x4 tablets]",0,2020,40.6135483870968,28.9322580645161,42929,"0808 Kenthao-Coartem [6x4 tablets]"
"2020-06","0808 Kenthao","Coartem [6x4 tablets]",0,2020,58.523,27.11,42929,"0808 Kenthao-Coartem [6x4 tablets]"
"2020-07","0808 Kenthao","Coartem [6x4 tablets]",10,2020,49.5258064516129,27.2161290322581,42929,"0808 Kenthao-Coartem [6x4 tablets]"
"2020-08","0808 Kenthao","Coartem [6x4 tablets]",0,2020,70.9638709677419,25.4,42929,"0808 Kenthao-Coartem [6x4 tablets]"
"2020-09","0808 Kenthao","Coartem [6x4 tablets]",0,2020,68.95,25.82,42929,"0808 Kenthao-Coartem [6x4 tablets]"
"2020-10","0808 Kenthao","Coartem [6x4 tablets]",0,2020,34.6906451612903,23.5709677419355,42929,"0808 Kenthao-Coartem [6x4 tablets]"
"2020-11","0808 Kenthao","Coartem [6x4 tablets]",18,2020,7.30133333333333,23.3166666666667,42929,"0808 Kenthao-Coartem [6x4 tablets]"
"2020-12","0808 Kenthao","Coartem [6x4 tablets]",0,2020,0.0387096774193548,20.6032258064516,42929,"0808 Kenthao-Coartem [6x4 tablets]"
"2021-01","0808 Kenthao","Coartem [6x4 tablets]",0,2021,0.128709677419355,20.5806451612903,43259,"0808 Kenthao-Coartem [6x4 tablets]"
"2021-02","0808 Kenthao","Coartem [6x4 tablets]",0,2021,5.55,23.425,43259,"0808 Kenthao-Coartem [6x4 tablets]"
"2021-03","0808 Kenthao","Coartem [6x4 tablets]",0,2021,15.2977419354839,27.1096774193548,43259,"0808 Kenthao-Coartem [6x4 tablets]"
"2021-04","0808 Kenthao","Coartem [6x4 tablets]",0,2021,45.6763333333333,25.7833333333333,43259,"0808 Kenthao-Coartem [6x4 tablets]"
"2021-05","0808 Kenthao","Coartem [6x4 tablets]",0,2021,33.2525806451613,27.6516129032258,43259,"0808 Kenthao-Coartem [6x4 tablets]"
"2021-06","0808 Kenthao","Coartem [6x4 tablets]",10,2021,55.915,26.1233333333333,43259,"0808 Kenthao-Coartem [6x4 tablets]"
"2019-02","0808 Kenthao","G6PD (RDT)",0,2019,3.24142857142857,25.3428571428571,42593,"0808 Kenthao-G6PD (RDT)"
"2019-03","0808 Kenthao","G6PD (RDT)",0,2019,8.7941935483871,27.4451612903226,42593,"0808 Kenthao-G6PD (RDT)"
"2019-04","0808 Kenthao","G6PD (RDT)",0,2019,12.904,29.51,42593,"0808 Kenthao-G6PD (RDT)"
"2019-05","0808 Kenthao","G6PD (RDT)",0,2019,52.7248387096774,28.2709677419355,42593,"0808 Kenthao-G6PD (RDT)"
"2019-06","0808 Kenthao","G6PD (RDT)",0,2019,48.622,27.2833333333333,42593,"0808 Kenthao-G6PD (RDT)"
"2019-07","0808 Kenthao","G6PD (RDT)",0,2019,27.0403225806452,26.6161290322581,42593,"0808 Kenthao-G6PD (RDT)"
"2019-08","0808 Kenthao","G6PD (RDT)",0,2019,81.54,24.9741935483871,42593,"0808 Kenthao-G6PD (RDT)"
"2019-09","0808 Kenthao","G6PD (RDT)",0,2019,36.3096666666667,25.5633333333333,42593,"0808 Kenthao-G6PD (RDT)"
"2019-10","0808 Kenthao","G6PD (RDT)",0,2019,10.4835483870968,26.0903225806452,42593,"0808 Kenthao-G6PD (RDT)"
"2019-11","0808 Kenthao","G6PD (RDT)",0,2019,2.58466666666667,24.5,42593,"0808 Kenthao-G6PD (RDT)"
"2019-12","0808 Kenthao","G6PD (RDT)",0,2019,0.0293333333333333,21.5966666666667,42593,"0808 Kenthao-G6PD (RDT)"
"2020-01","0808 Kenthao","G6PD (RDT)",0,2020,0.0564516129032258,24.3774193548387,42929,"0808 Kenthao-G6PD (RDT)"
"2020-02","0808 Kenthao","G6PD (RDT)",3,2020,1.35620689655172,24.048275862069,42929,"0808 Kenthao-G6PD (RDT)"
"2020-03","0808 Kenthao","G6PD (RDT)",0,2020,8.96709677419355,27.1225806451613,42929,"0808 Kenthao-G6PD (RDT)"
"2020-04","0808 Kenthao","G6PD (RDT)",0,2020,20.01,28.02,42929,"0808 Kenthao-G6PD (RDT)"
"2020-05","0808 Kenthao","G6PD (RDT)",0,2020,40.6135483870968,28.9322580645161,42929,"0808 Kenthao-G6PD (RDT)"
"2020-06","0808 Kenthao","G6PD (RDT)",0,2020,58.523,27.11,42929,"0808 Kenthao-G6PD (RDT)"
"2020-07","0808 Kenthao","G6PD (RDT)",0,2020,49.5258064516129,27.2161290322581,42929,"0808 Kenthao-G6PD (RDT)"
"2020-08","0808 Kenthao","G6PD (RDT)",0,2020,70.9638709677419,25.4,42929,"0808 Kenthao-G6PD (RDT)"
"2020-09","0808 Kenthao","G6PD (RDT)",0,2020,68.95,25.82,42929,"0808 Kenthao-G6PD (RDT)"
"2020-10","0808 Kenthao","G6PD (RDT)",0,2020,34.6906451612903,23.5709677419355,42929,"0808 Kenthao-G6PD (RDT)"
"2020-11","0808 Kenthao","G6PD (RDT)",0,2020,7.30133333333333,23.3166666666667,42929,"0808 Kenthao-G6PD (RDT)"
"2020-12","0808 Kenthao","G6PD (RDT)",0,2020,0.0387096774193548,20.6032258064516,42929,"0808 Kenthao-G6PD (RDT)"
"2021-01","0808 Kenthao","G6PD (RDT)",0,2021,0.128709677419355,20.5806451612903,43259,"0808 Kenthao-G6PD (RDT)"
"2021-02","0808 Kenthao","G6PD (RDT)",0,2021,5.55,23.425,43259,"0808 Kenthao-G6PD (RDT)"
"2021-03","0808 Kenthao","G6PD (RDT)",0,2021,15.2977419354839,27.1096774193548,43259,"0808 Kenthao-G6PD (RDT)"
"2021-04","0808 Kenthao","G6PD (RDT)",0,2021,45.6763333333333,25.7833333333333,43259,"0808 Kenthao-G6PD (RDT)"
"2021-05","0808 Kenthao","G6PD (RDT)",0,2021,33.2525806451613,27.6516129032258,43259,"0808 Kenthao-G6PD (RDT)"
