"time_period","org_unit","product","disease_cases","year","rainfall","mean_temperature","population","location"
"2019-12","0304 Viangphoukha","Coartem [6x4 tablets]",0,2019,7.12966666666667,17.0466666666667,26853,"0304 Viangphoukha-Coartem [6x4 tablets]"
"2020-01","0304 Viangphoukha","Coartem [6x4 tablets]",0,2020,0.731290322580645,19.1451612903226,27363,"0304 Viangphoukha-Coartem [6x4 tablets]"
"2020-02","0304 Viangphoukha","Coartem [6x4 tablets]",0,2020,3.90034482758621,20.048275862069,27363,"0304 Viangphoukha-Coartem [6x4 tablets]"
"2020-03","0304 Viangphoukha","Coartem [6x4 tablets]",0,2020,4.79,24.4225806451613,27363,"0304 Viangphoukha-Coartem [6x4 tablets]"
"2020-04","0304 Viangphoukha","Coartem [6x4 tablets]",0,2020,35.0526666666667,24.3933333333333,27363,"0304 Viangphoukha-Coartem [6x4 tablets]"
"2020-05","0304 Viangphoukha","Coartem [6x4 tablets]",0,2020,19.4845161290323,25.5354838709677,27363,"0304 Viangphoukha-Coartem [6x4 tablets]"
"2020-06","0304 Viangphoukha","Coartem [6x4 tablets]",9,2020,40.1066666666667,24.26,27363,"0304 Viangphoukha-Coartem [6x4 tablets]"
"2020-07","0304 Viangphoukha","Coartem [6x4 tablets]",0,2020,44.2351612903226,23.9967741935484,27363,"0304 Viangphoukha-Coartem [6x4 tablets]"
"2020-08","0304 Viangphoukha","Coartem [6x4 tablets]",0,2020,80.9948387096774,22.6612903225806,27363,"0304 Viangphoukha-Coartem [6x4 tablets]"
"2020-09","0304 Viangphoukha","Coartem [6x4 tablets]",0,2020,44.5176666666667,23.15,27363,"0304 Viangphoukha-Coartem [6x4 tablets]"
"2020-10","0304 Viangphoukha","Coartem [6x4 tablets]",0,2020,20.2409677419355,21.2322580645161,27363,"0304 Viangphoukha-Coartem [6x4 tablets]"
"2020-11","0304 Viangphoukha","Coartem [6x4 tablets]",0,2020,6.271,20.2933333333333,27363,"0304 Viangphoukha-Coartem [6x4 tablets]"
"2020-12","0304 Viangphoukha","Coartem [6x4 tablets]",0,2020,2.79387096774194,17.5838709677419,27363,"0304 Viangphoukha-Coartem [6x4 tablets]"
"2021-01","0304 Viangphoukha","Coartem [6x4 tablets]",0,2021,1.82677419354839,16.9870967741935,27872,"0304 Viangphoukha-Coartem [6x4 tablets]"
"2021-02","0304 Viangphoukha","Coartem [6x4 tablets]",0,2021,13.8321428571429,19.3357142857143,27872,"0304 Viangphoukha-Coartem [6x4 tablets]"
"2021-03","0304 Viangphoukha","Coartem [6x4 tablets]",0,2021,6.07354838709677,23.9709677419355,27872,"0304 Viangphoukha-Coartem [6x4 tablets]"
"2021-04","0304 Viangphoukha","Coartem [6x4 tablets]",0,2021,32.313,22.9366666666667,27872,"0304 Viangphoukha-Coartem [6x4 tablets]"
"2021-05","0304 Viangphoukha","Coartem [6x4 tablets]",0,2021,40.13,25.0677419354839,27872,"0304 Viangphoukha-Coartem [6x4 tablets]"
"2021-06","0304 Viangphoukha","Coartem [6x4 tablets]",0,2021,37.328,23.28,27872,"0304 Viangphoukha-Coartem [6x4 tablets]"
"2019-02","0304 Viangphoukha","Primaquine 7.5 mg",0,2019,6.02392857142857,20.4571428571429,26853,"0304 Viangphoukha-Primaquine 7.5 mg"
"2019-03","0304 Viangphoukha","Primaquine 7.5 mg",9,2019,3.07838709677419,23.6129032258065,26853,"0304 Viangphoukha-Primaquine 7.5 mg"
"2019-04","0304 Viangphoukha","Primaquine 7.5 mg",0,2019,11.5633333333333,26.73,26853,"0304 Viangphoukha-Primaquine 7.5 mg"
"2019-05","0304 Viangphoukha","Primaquine 7.5 mg",0,2019,16.348064516129,27.3677419354839,26853,"0304 Viangphoukha-Primaquine 7.5 mg"
"2019-06","0304 Viangphoukha","Primaquine 7.5 mg",0,2019,18.2763333333333,24.8466666666667,26853,"0304 Viangphoukha-Primaquine 7.5 mg"
"2019-07","0304 Viangphoukha","Primaquine 7.5 mg",0,2019,59.8770967741935,23.7064516129032,26853,"0304 Viangphoukha-Primaquine 7.5 mg"
"2019-08","0304 Viangphoukha","Primaquine 7.5 mg",0,2019,78.4606451612903,23.2870967741936,26853,"0304 Viangphoukha-Primaquine 7.5 mg"
"2019-09","0304 Viangphoukha","Primaquine 7.5 mg",0,2019,28.685,23.22,26853,"0304 Viangphoukha-Primaquine 7.5 mg"
"2019-10","0304 Viangphoukha","Primaquine 7.5 mg",0,2019,14.1909677419355,22.5774193548387,26853,"0304 Viangphoukha-Primaquine 7.5 mg"
"2019-11","0304 Viangphoukha","Primaquine 7.5 mg",0,2019,7.01366666666667,20.9666666666667,26853,"0304 Viangphoukha-Primaquine 7.5 mg"
"2019-12","0304 Viangphoukha","Primaquine 7.5 mg",0,2019,7.12966666666667,17.0466666666667,26853,"0304 Viangphoukha-Primaquine 7.5 mg"
"2020-01","0304 Viangphoukha","Primaquine 7.5 mg",0,2020,0.731290322580645,19.1451612903226,27363,"0304 Viangphoukha-Primaquine 7.5 mg"
"2020-02","0304 Viangphoukha","Primaquine 7.5 mg",0,2020,3.90034482758621,20.048275862069,27363,"0304 Viangphoukha-Primaquine 7.5 mg"
"2020-03","0304 Viangphoukha","Primaquine 7.5 mg",0,2020,4.79,24.4225806451613,27363,"0304 Viangphoukha-Primaquine 7.5 mg"
"2020-04","0304 Viangphoukha","Primaquine 7.5 mg",0,2020,35.0526666666667,24.3933333333333,27363,"0304 Viangphoukha-Primaquine 7.5 mg"
"2020-05","0304 Viangphoukha","Primaquine 7.5 mg",0,2020,19.4845161290323,25.5354838709677,27363,"0304 Viangphoukha-Primaquine 7.5 mg"
"2020-06","0304 Viangphoukha","Primaquine 7.5 mg",90,2020,40.1066666666667,24.26,27363,"0304 Viangphoukha-Primaquine 7.5 mg"
"2020-07","0304 Viangphoukha","Primaquine 7.5 mg",0,2020,44.2351612903226,23.9967741935484,27363,"0304 Viangphoukha-Primaquine 7.5 mg"
"2020-08","0304 Viangphoukha","Primaquine 7.5 mg",0,2020,80.9948387096774,22.6612903225806,27363,"0304 Viangphoukha-Primaquine 7.5 mg"
"2020-09","0304 Viangphoukha","Primaquine 7.5 mg",0,2020,44.5176666666667,23.15,27363,"0304 Viangphoukha-Primaquine 7.5 mg"
"2020-10","0304 Viangphoukha","Primaquine 7.5 mg",0,2020,20.2409677419355,21.2322580645161,27363,"0304 Viangphoukha-Primaquine 7.5 mg"
"2020-11","0304 Viangphoukha","Primaquine 7.5 mg",0,2020,6.271,20.2933333333333,27363,"0304 Viangphoukha-Primaquine 7.5 mg"
"2020-12","0304 Viangphoukha","Primaquine 7.5 mg",0,2020,2.79387096774194,17.5838709677419,27363,"0304 Viangphoukha-Primaquine 7.5 mg"
"2021-01","0304 Viangphoukha","Primaquine 7.5 mg",0,2021,1.82677419354839,16.9870967741935,27872,"0304 Viangphoukha-Primaquine 7.5 mg"
"2021-02","0304 Viangphoukha","Primaquine 7.5 mg",0,2021,13.8321428571429,19.3357142857143,27872,"0304 Viangphoukha-Primaquine 7.5 mg"
"2021-03","0304 Viangphoukha","Primaquine 7.5 mg",0,2021,6.07354838709677,23.9709677419355,27872,"0304 Viangphoukha-Primaquine 7.5 mg"
"2021-04","0304 Viangphoukha","Primaquine 7.5 mg",0,2021,32.313,22.9366666666667,27872,"0304 Viangphoukha-Primaquine 7.5 mg"
"2021-05","0304 Viangphoukha","Primaquine 7.5 mg",0,2021,40.13,25.0677419354839,27872,"0304 Viangphoukha-Primaquine 7.5 mg"
"2021-06","0304 Viangphoukha","Primaquine 7.5 mg",0,2021,37.328,23.28,27872,"0304 Viangphoukha-Primaquine 7.5 mg"
"2019-02","0304 Viangphoukha","Rapid Diagnostic Test (RDT)",0,2019,6.02392857142857,20.4571428571429,26853,"0304 Viangphoukha-Rapid Diagnostic Test (RDT)"
"2019-03","0304 Viangphoukha","Rapid Diagnostic Test (RDT)",20,2019,3.07838709677419,23.6129032258065,26853,"0304 Viangphoukha-Rapid Diagnostic Test (RDT)"
"2019-04","0304 Viangphoukha","Rapid Diagnostic Test (RDT)",10,2019,11.5633333333333,26.73,26853,"0304 Viangphoukha-Rapid Diagnostic Test (RDT)"
"2019-05","0304 Viangphoukha","Rapid Diagnostic Test (RDT)",0,2019,16.348064516129,27.3677419354839,26853,"0304 Viangphoukha-Rapid Diagnostic Test (RDT)"
"2019-06","0304 Viangphoukha","Rapid Diagnostic Test (RDT)",0,2019,18.2763333333333,24.8466666666667,26853,"0304 Viangphoukha-Rapid Diagnostic Test (RDT)"
"2019-07","0304 Viangphoukha","Rapid Diagnostic Test (RDT)",140,2019,59.8770967741935,23.7064516129032,26853,"0304 Viangphoukha-Rapid Diagnostic Test (RDT)"
"2019-08","0304 Viangphoukha","Rapid Diagnostic Test (RDT)",0,2019,78.4606451612903,23.2870967741936,26853,"0304 Viangphoukha-Rapid Diagnostic Test (RDT)"
"2019-09","0304 Viangphoukha","Rapid Diagnostic Test (RDT)",0,2019,28.685,23.22,26853,"0304 Viangphoukha-Rapid Diagnostic Test (RDT)"
"2019-10","0304 Viangphoukha","Rapid Diagnostic Test (RDT)",40,2019,14.1909677419355,22.5774193548387,26853,"0304 Viangphoukha-Rapid Diagnostic Test (RDT)"
"2019-11","0304 Viangphoukha","Rapid Diagnostic Test (RDT)",20,2019,7.01366666666667,20.9666666666667,26853,"0304 Viangphoukha-Rapid Diagnostic Test (RDT)"
"2019-12","0304 Viangphoukha","Rapid Diagnostic Test (RDT)",0,2019,7.12966666666667,17.0466666666667,26853,"0304 Viangphoukha-Rapid Diagnostic Test (RDT)"
"2020-01","0304 Viangphoukha","Rapid Diagnostic Test (RDT)",0,2020,0.731290322580645,19.1451612903226,27363,"0304 Viangphoukha-Rapid Diagnostic Test (RDT)"
"2020-02","0304 Viangphoukha","Rapid Diagnostic Test (RDT)",0,2020,3.90034482758621,20.048275862069,27363,"0304 Viangphoukha-Rapid Diagnostic Test (RDT)"
"2020-03","0304 Viangphoukha","Rapid Diagnostic Test (RDT)",0,2020,4.79,24.4225806451613,27363,"0304 Viangphoukha-Rapid Diagnostic Test (RDT)"
"2020-04","0304 Viangphoukha","Rapid Diagnostic Test (RDT)",0,2020,35.0526666666667,24.3933333333333,27363,"0304 Viangphoukha-Rapid Diagnostic Test (RDT)"
"2020-05","0304 Viangphoukha","Rapid Diagnostic Test (RDT)",0,2020,19.4845161290323,25.5354838709677,27363,"0304 Viangphoukha-Rapid Diagnostic Test (RDT)"
"2020-06","0304 Viangphoukha","Rapid Diagnostic Test (RDT)",100,2020,40.1066666666667,24.26,27363,"0304 Viangphoukha-Rapid Diagnostic Test (RDT)"
"2020-07","0304 Viangphoukha","Rapid Diagnostic Test (RDT)",10,2020,44.2351612903226,23.9967741935484,27363,"0304 Viangphoukha-Rapid Diagnostic Test (RDT)"
"2020-08","0304 Viangphoukha","Rapid Diagnostic Test (RDT)",10,2020,80.9948387096774,22.6612903225806,27363,"0304 Viangphoukha-Rapid Diagnostic Test (RDT)"
"2020-09","0304 Viangphoukha","Rapid Diagnostic Test (RDT)",10,2020,44.5176666666667,23.15,27363,"0304 Viangphoukha-Rapid Diagnostic Test (RDT)"
"2020-10","0304 Viangphoukha","Rapid Diagnostic Test (RDT)",40,2020,20.2409677419355,21.2322580645161,27363,"0304 Viangphoukha-Rapid Diagnostic Test (RDT)"
"2020-11","0304 Viangphoukha","Rapid Diagnostic Test (RDT)",0,2020,6.271,20.2933333333333,27363,"0304 Viangphoukha-Rapid Diagnostic Test (RDT)"
"2020-12","0304 Viangphoukha","Rapid Diagnostic Test (RDT)",60,2020,2.79387096774194,17.5838709677419,27363,"0304 Viangphoukha-Rapid Diagnostic Test (RDT)"
"2021-01","0304 Viangphoukha","Rapid Diagnostic Test (RDT)",70,2021,1.82677419354839,16.9870967741935,27872,"0304 Viangphoukha-Rapid Diagnostic Test (RDT)"
"2021-02","0304 Viangphoukha","Rapid Diagnostic Test (RDT)",219,2021,13.8321428571429,19.3357142857143,27872,"0304 Viangphoukha-Rapid Diagnostic Test (RDT)"
"2021-03","0304 Viangphoukha","Rapid Diagnostic Test (RDT)",0,2021,6.07354838709677,23.9709677419355,27872,"0304 Viangphoukha-Rapid Diagnostic Test (RDT)"
"2021-04","0304 Viangphoukha","Rapid Diagnostic Test (RDT)",30,2021,32.313,22.9366666666667,27872,"0304 Viangphoukha-Rapid Diagnostic Test (RDT)"
"2021-05","0304 Viangphoukha","Rapid Diagnostic Test (RDT)",25,2021,40.13,25.0677419354839,27872,"0304 Viangphoukha-Rapid Diagnostic Test (RDT)"
"2021-06","0304 Viangphoukha","Rapid Diagnostic Test (RDT)",270,2021,37.328,23.28,27872,"0304 Viangphoukha-Rapid Diagnostic Test (RDT)"
"2019-02","0305 Naleh","Coartem [6x1 tablets]",0,2019,6.07285714285714,20.8892857142857,25753,"0305 Naleh-Coartem [6x1 tablets]"
"2019-03","0305 Naleh","Coartem [6x1 tablets]",0,2019,4.04354838709677,23.9806451612903,25753,"0305 Naleh-Coartem [6x1 tablets]"
"2019-04","0305 Naleh","Coartem [6x1 tablets]",0,2019,8.25933333333333,27.1033333333333,25753,"0305 Naleh-Coartem [6x1 tablets]"
"2019-05","0305 Naleh","Coartem [6x1 tablets]",0,2019,17.5222580645161,27.9322580645161,25753,"0305 Naleh-Coartem [6x1 tablets]"
"2019-06","0305 Naleh","Coartem [6x1 tablets]",0,2019,18.7163333333333,26.0066666666667,25753,"0305 Naleh-Coartem [6x1 tablets]"
"2019-07","0305 Naleh","Coartem [6x1 tablets]",0,2019,50.3229032258064,24.7,25753,"0305 Naleh-Coartem [6x1 tablets]"
"2019-08","0305 Naleh","Coartem [6x1 tablets]",0,2019,75.1174193548387,24.0548387096774,25753,"0305 Naleh-Coartem [6x1 tablets]"
"2019-09","0305 Naleh","Coartem [6x1 tablets]",0,2019,25.3556666666667,23.96,25753,"0305 Naleh-Coartem [6x1 tablets]"
"2019-10","0305 Naleh","Coartem [6x1 tablets]",0,2019,12.0916129032258,23.5677419354839,25753,"0305 Naleh-Coartem [6x1 tablets]"
"2019-11","0305 Naleh","Coartem [6x1 tablets]",0,2019,4.836,21.8633333333333,25753,"0305 Naleh-Coartem [6x1 tablets]"
"2019-12","0305 Naleh","Coartem [6x1 tablets]",0,2019,5.62233333333333,17.5766666666667,25753,"0305 Naleh-Coartem [6x1 tablets]"
"2020-01","0305 Naleh","Coartem [6x1 tablets]",0,2020,1.0658064516129,19.8838709677419,26076,"0305 Naleh-Coartem [6x1 tablets]"
"2020-02","0305 Naleh","Coartem [6x1 tablets]",0,2020,3.27241379310345,20.5448275862069,26076,"0305 Naleh-Coartem [6x1 tablets]"
"2020-03","0305 Naleh","Coartem [6x1 tablets]",0,2020,5.30935483870968,24.6870967741935,26076,"0305 Naleh-Coartem [6x1 tablets]"
"2020-04","0305 Naleh","Coartem [6x1 tablets]",0,2020,35.6906666666667,24.7133333333333,26076,"0305 Naleh-Coartem [6x1 tablets]"
"2020-05","0305 Naleh","Coartem [6x1 tablets]",0,2020,21.6129032258065,26.3193548387097,26076,"0305 Naleh-Coartem [6x1 tablets]"
"2020-06","0305 Naleh","Coartem [6x1 tablets]",0,2020,36.7816666666667,25.37,26076,"0305 Naleh-Coartem [6x1 tablets]"
"2020-07","0305 Naleh","Coartem [6x1 tablets]",9,2020,41.7561290322581,25.0645161290323,26076,"0305 Naleh-Coartem [6x1 tablets]"
"2020-08","0305 Naleh","Coartem [6x1 tablets]",0,2020,74.9158064516129,23.5290322580645,26076,"0305 Naleh-Coartem [6x1 tablets]"
"2020-09","0305 Naleh","Coartem [6x1 tablets]",0,2020,39.1886666666667,23.93,26076,"0305 Naleh-Coartem [6x1 tablets]"
"2020-10","0305 Naleh","Coartem [6x1 tablets]",0,2020,16.7293548387097,21.6290322580645,26076,"0305 Naleh-Coartem [6x1 tablets]"
"2020-11","0305 Naleh","Coartem [6x1 tablets]",0,2020,5.69333333333333,20.59,26076,"0305 Naleh-Coartem [6x1 tablets]"
"2020-12","0305 Naleh","Coartem [6x1 tablets]",0,2020,2.76225806451613,17.7225806451613,26076,"0305 Naleh-Coartem [6x1 tablets]"
"2021-01","0305 Naleh","Coartem [6x1 tablets]",0,2021,1.8741935483871,17.2290322580645,26382,"0305 Naleh-Coartem [6x1 tablets]"
"2021-02","0305 Naleh","Coartem [6x1 tablets]",0,2021,10.7246428571429,19.9214285714286,26382,"0305 Naleh-Coartem [6x1 tablets]"
"2021-03","0305 Naleh","Coartem [6x1 tablets]",4,2021,11.2329032258065,24.3548387096774,26382,"0305 Naleh-Coartem [6x1 tablets]"
"2021-04","0305 Naleh","Coartem [6x1 tablets]",0,2021,33.623,23.5166666666667,26382,"0305 Naleh-Coartem [6x1 tablets]"
"2021-05","0305 Naleh","Coartem [6x1 tablets]",0,2021,37.5851612903226,25.9677419354839,26382,"0305 Naleh-Coartem [6x1 tablets]"
"2021-06","0305 Naleh","Coartem [6x1 tablets]",0,2021,42.494,24.18,26382,"0305 Naleh-Coartem [6x1 tablets]"
"2019-02","0305 Naleh","Coartem [6x2 tablets]",0,2019,6.07285714285714,20.8892857142857,25753,"0305 Naleh-Coartem [6x2 tablets]"
"2019-03","0305 Naleh","Coartem [6x2 tablets]",0,2019,4.04354838709677,23.9806451612903,25753,"0305 Naleh-Coartem [6x2 tablets]"
"2019-04","0305 Naleh","Coartem [6x2 tablets]",0,2019,8.25933333333333,27.1033333333333,25753,"0305 Naleh-Coartem [6x2 tablets]"
"2019-05","0305 Naleh","Coartem [6x2 tablets]",0,2019,17.5222580645161,27.9322580645161,25753,"0305 Naleh-Coartem [6x2 tablets]"
"2019-06","0305 Naleh","Coartem [6x2 tablets]",0,2019,18.7163333333333,26.0066666666667,25753,"0305 Naleh-Coartem [6x2 tablets]"
"2019-07","0305 Naleh","Coartem [6x2 tablets]",0,2019,50.3229032258064,24.7,25753,"0305 Naleh-Coartem [6x2 tablets]"
"2019-08","0305 Naleh","Coartem [6x2 tablets]",0,2019,75.1174193548387,24.0548387096774,25753,"0305 Naleh-Coartem [6x2 tablets]"
"2019-09","0305 Naleh","Coartem [6x2 tablets]",0,2019,25.3556666666667,23.96,25753,"0305 Naleh-Coartem [6x2 tablets]"
"2019-10","0305 Naleh","Coartem [6x2 tablets]",0,2019,12.0916129032258,23.5677419354839,25753,"0305 Naleh-Coartem [6x2 tablets]"
"2019-11","0305 Naleh","Coartem [6x2 tablets]",0,2019,4.836,21.8633333333333,25753,"0305 Naleh-Coartem [6x2 tablets]"
"2019-12","0305 Naleh","Coartem [6x2 tablets]",0,2019,5.62233333333333,17.5766666666667,25753,"0305 Naleh-Coartem [6x2 tablets]"
"2020-01","0305 Naleh","Coartem [6x2 tablets]",0,2020,1.0658064516129,19.8838709677419,26076,"0305 Naleh-Coartem [6x2 tablets]"
"2020-02","0305 Naleh","Coartem [6x2 tablets]",0,2020,3.27241379310345,20.5448275862069,26076,"0305 Naleh-Coartem [6x2 tablets]"
"2020-03","0305 Naleh","Coartem [6x2 tablets]",0,2020,5.30935483870968,24.6870967741935,26076,"0305 Naleh-Coartem [6x2 tablets]"
"2020-04","0305 Naleh","Coartem [6x2 tablets]",0,2020,35.6906666666667,24.7133333333333,26076,"0305 Naleh-Coartem [6x2 tablets]"
"2020-05","0305 Naleh","Coartem [6x2 tablets]",0,2020,21.6129032258065,26.3193548387097,26076,"0305 Naleh-Coartem [6x2 tablets]"
"2020-06","0305 Naleh","Coartem [6x2 tablets]",0,2020,36.7816666666667,25.37,26076,"0305 Naleh-Coartem [6x2 tablets]"
"2020-07","0305 Naleh","Coartem [6x2 tablets]",9,2020,41.7561290322581,25.0645161290323,26076,"0305 Naleh-Coartem [6x2 tablets]"
"2020-08","0305 Naleh","Coartem [6x2 tablets]",0,2020,74.9158064516129,23.5290322580645,26076,"0305 Naleh-Coartem [6x2 tablets]"
"2020-09","0305 Naleh","Coartem [6x2 tablets]",0,2020,39.1886666666667,23.93,26076,"0305 Naleh-Coartem [6x2 tablets]"
"2020-10","0305 Naleh","Coartem [6x2 tablets]",0,2020,16.7293548387097,21.6290322580645,26076,"0305 Naleh-Coartem [6x2 tablets]"
"2020-11","0305 Naleh","Coartem [6x2 tablets]",0,2020,5.69333333333333,20.59,26076,"0305 Naleh-Coartem [6x2 tablets]"
"2020-12","0305 Naleh","Coartem [6x2 tablets]",0,2020,2.76225806451613,17.7225806451613,26076,"0305 Naleh-Coartem [6x2 tablets]"
"2021-01","0305 Naleh","Coartem [6x2 tablets]",0,2021,1.8741935483871,17.2290322580645,26382,"0305 Naleh-Coartem [6x2 tablets]"
"2021-02","0305 Naleh","Coartem [6x2 tablets]",0,2021,10.7246428571429,19.9214285714286,26382,"0305 Naleh-Coartem [6x2 tablets]"
"2021-03","0305 Naleh","Coartem [6x2 tablets]",4,2021,11.2329032258065,24.3548387096774,26382,"0305 Naleh-Coartem [6x2 tablets]"
"2021-04","0305 Naleh","Coartem [6x2 tablets]",0,2021,33.623,23.5166666666667,26382,"0305 Naleh-Coartem [6x2 tablets]"
"2021-05","0305 Naleh","Coartem [6x2 tablets]",0,2021,37.5851612903226,25.9677419354839,26382,"0305 Naleh-Coartem [6x2 tablets]"
"2021-06","0305 Naleh","Coartem [6x2 tablets]",0,2021,42.494,24.18,26382,"0305 Naleh-Coartem [6x2 tablets]"
"2019-02","0305 Naleh","Coartem [6x4 tablets]",0,2019,6.07285714285714,20.8892857142857,25753,"0305 Naleh-Coartem [6x4 tablets]"
"2019-03","0305 Naleh","Coartem [6x4 tablets]",0,2019,4.04354838709677,23.9806451612903,25753,"0305 Naleh-Coartem [6x4 tablets]"
"2019-04","0305 Naleh","Coartem [6x4 tablets]",0,2019,8.25933333333333,27.1033333333333,25753,"0305 Naleh-Coartem [6x4 tablets]"
"2019-05","0305 Naleh","Coartem [6x4 tablets]",0,2019,17.5222580645161,27.9322580645161,25753,"0305 Naleh-Coartem [6x4 tablets]"
"2019-06","0305 Naleh","Coartem [6x4 tablets]",0,2019,18.7163333333333,26.0066666666667,25753,"0305 Naleh-Coartem [6x4 tablets]"
"2019-07","0305 Naleh","Coartem [6x4 tablets]",0,2019,50.3229032258064,24.7,25753,"0305 Naleh-Coartem [6x4 tablets]"
"2019-08","0305 Naleh","Coartem [6x4 tablets]",0,2019,75.1174193548387,24.0548387096774,25753,"0305 Naleh-Coartem [6x4 tablets]"
"2019-09","0305 Naleh","Coartem [6x4 tablets]",0,2019,25.3556666666667,23.96,25753,"0305 Naleh-Coartem [6x4 tablets]"
"2019-10","0305 Naleh","Coartem [6x4 tablets]",0,2019,12.0916129032258,23.5677419354839,25753,"0305 Naleh-Coartem [6x4 tablets]"
"2019-11","0305 Naleh","Coartem [6x4 tablets]",0,2019,4.836,21.8633333333333,25753,"0305 Naleh-Coartem [6x4 tablets]"
"2019-12","0305 Naleh","Coartem [6x4 tablets]",0,2019,5.62233333333333,17.5766666666667,25753,"0305 Naleh-Coartem [6x4 tablets]"
"2020-01","0305 Naleh","Coartem [6x4 tablets]",0,2020,1.0658064516129,19.8838709677419,26076,"0305 Naleh-Coartem [6x4 tablets]"
"2020-02","0305 Naleh","Coartem [6x4 tablets]",0,2020,3.27241379310345,20.5448275862069,26076,"0305 Naleh-Coartem [6x4 tablets]"
"2020-03","0305 Naleh","Coartem [6x4 tablets]",0,2020,5.30935483870968,24.6870967741935,26076,"0305 Naleh-Coartem [6x4 tablets]"
"2020-04","0305 Naleh","Coartem [6x4 tablets]",0,2020,35.6906666666667,24.7133333333333,26076,"0305 Naleh-Coartem [6x4 tablets]"
"2020-05","0305 Naleh","Coartem [6x4 tablets]",0,2020,21.6129032258065,26.3193548387097,26076,"0305 Naleh-Coartem [6x4 tablets]"
"2020-06","0305 Naleh","Coartem [6x4 tablets]",0,2020,36.7816666666667,25.37,26076,"0305 Naleh-Coartem [6x4 tablets]"
"2020-07","0305 Naleh","Coartem [6x4 tablets]",10,2020,41.7561290322581,25.0645161290323,26076,"0305 Naleh-Coartem [6x4 tablets]"
"2020-08","0305 Naleh","Coartem [6x4 tablets]",0,2020,74.9158064516129,23.5290322580645,26076,"0305 Naleh-Coartem [6x4 tablets]"
"2020-09","0305 Naleh","Coartem [6x4 tablets]",0,2020,39.1886666666667,23.93,26076,"0305 Naleh-Coartem [6x4 tablets]"
"2020-10","0305 Naleh","Coartem [6x4 tablets]",1,2020,16.7293548387097,21.6290322580645,26076,"0305 Naleh-Coartem [6x4 tablets]"
"2020-11","0305 Naleh","Coartem [6x4 tablets]",0,2020,5.69333333333333,20.59,26076,"0305 Naleh-Coartem [6x4 tablets]"
"2020-12","0305 Naleh","Coartem [6x4 tablets]",0,2020,2.76225806451613,17.7225806451613,26076,"0305 Naleh-Coartem [6x4 tablets]"
"2021-01","0305 Naleh","Coartem [6x4 tablets]",0,2021,1.8741935483871,17.2290322580645,26382,"0305 Naleh-Coartem [6x4 tablets]"
"2021-02","0305 Naleh","Coartem [6x4 tablets]",0,2021,10.7246428571429,19.9214285714286,26382,"0305 Naleh-Coartem [6x4 tablets]"
"2021-03","0305 Naleh","Coartem [6x4 tablets]",0,2021,11.2329032258065,24.3548387096774,26382,"0305 Naleh-Coartem [6x4 tablets]"
"2021-04","0305 Naleh","Coartem [6x4 tablets]",0,2021,33.623,23.5166666666667,26382,"0305 Naleh-Coartem [6x4 tablets]"
"2021-05","0305 Naleh","Coartem [6x4 tablets]",0,2021,37.5851612903226,25.9677419354839,26382,"0305 Naleh-Coartem [6x4 tablets]"
"2021-06","0305 Naleh","Coartem [6x4 tablets]",0,2021,42.494,24.18,26382,"0305 Naleh-Coartem [6x4 tablets]"
"2019-02","0305 Naleh","Primaquine 7.5 mg",0,2019,6.07285714285714,20.8892857142857,25753,"0305 Naleh-Primaquine 7.5 mg"
"2019-03","0305 Naleh","Primaquine 7.5 mg",0,2019,4.04354838709677,23.9806451612903,25753,"0305 Naleh-Primaquine 7.5 mg"
"2019-04","0305 Naleh","Primaquine 7.5 mg",0,2019,8.25933333333333,27.1033333333333,25753,"0305 Naleh-Primaquine 7.5 mg"
"2019-05","0305 Naleh","Primaquine 7.5 mg",0,2019,17.5222580645161,27.9322580645161,25753,"0305 Naleh-Primaquine 7.5 mg"
"2019-06","0305 Naleh","Primaquine 7.5 mg",0,2019,18.7163333333333,26.0066666666667,25753,"0305 Naleh-Primaquine 7.5 mg"
"2019-07","0305 Naleh","Primaquine 7.5 mg",0,2019,50.3229032258064,24.7,25753,"0305 Naleh-Primaquine 7.5 mg"
"2019-08","0305 Naleh","Primaquine 7.5 mg",0,2019,75.1174193548387,24.0548387096774,25753,"0305 Naleh-Primaquine 7.5 mg"
"2019-09","0305 Naleh","Primaquine 7.5 mg",0,2019,25.3556666666667,23.96,25753,"0305 Naleh-Primaquine 7.5 mg"
"2019-10","0305 Naleh","Primaquine 7.5 mg",0,2019,12.0916129032258,23.5677419354839,25753,"0305 Naleh-Primaquine 7.5 mg"
"2019-11","0305 Naleh","Primaquine 7.5 mg",0,2019,4.836,21.8633333333333,25753,"0305 Naleh-Primaquine 7.5 mg"
"2019-12","0305 Naleh","Primaquine 7.5 mg",0,2019,5.62233333333333,17.5766666666667,25753,"0305 Naleh-Primaquine 7.5 mg"
"2020-01","0305 Naleh","Primaquine 7.5 mg",0,2020,1.0658064516129,19.8838709677419,26076,"0305 Naleh-Primaquine 7.5 mg"
"2020-02","0305 Naleh","Primaquine 7.5 mg",0,2020,3.27241379310345,20.5448275862069,26076,"0305 Naleh-Primaquine 7.5 mg"
"2020-03","0305 Naleh","Primaquine 7.5 mg",0,2020,5.30935483870968,24.6870967741935,26076,"0305 Naleh-Primaquine 7.5 mg"
