,time_period,rainfall,mean_temperature,disease_cases,population,parent,location,target
136,2011-11,16.832,18.75,1.0,118643.683349609,-,LouangNamtha,1.0
137,2011-12,8.674,16.29,0.0,118643.683349609,-,LouangNamtha,0.0
138,2012-01,52.964,17.23,0.0,121519.728585379,-,LouangNamtha,0.0
139,2012-02,11.725,20.81,0.0,121519.728585379,-,LouangNamtha,0.0
140,2012-03,37.935,22.58,0.0,121519.728585379,-,LouangNamtha,0.0
141,2012-04,63.212,24.61,0.0,121519.728585379,-,LouangNamtha,0.0
142,2012-05,295.445,24.03,1.0,121519.728585379,-,LouangNamtha,1.0
143,2012-06,201.775,23.68,2.0,121519.728585379,-,LouangNamtha,2.0
0,2000-07,365.964,22.7,0.0,277931.293805804,-,Oudomxai,0.0
1,2000-08,297.268,22.92,0.0,277931.293805804,-,Oudomxai,0.0
2,2000-09,200.528,21.72,0.0,277931.293805804,-,Oudomxai,0.0
3,2000-10,90.142,21.23,0.0,277931.293805804,-,Oudomxai,0.0
4,2000-11,14.764,19.04,0.0,277931.293805804,-,Oudomxai,0.0
5,2000-12,29.886,17.8,0.0,277931.293805804,-,Oudomxai,0.0
6,2001-01,20.1,18.66,0.0,278296.777483259,-,Oudomxai,0.0
7,2001-02,7.049,20.36,0.0,278296.777483259,-,Oudomxai,0.0
8,2001-03,118.603,20.87,0.0,278296.777483259,-,Oudomxai,0.0
9,2001-04,50.079,25.51,0.0,278296.777483259,-,Oudomxai,0.0
10,2001-05,373.6,21.96,0.0,278296.777483259,-,Oudomxai,0.0
11,2001-06,210.354,23.34,0.0,278296.777483259,-,Oudomxai,0.0
12,2001-07,388.062,22.37,0.0,278296.777483259,-,Oudomxai,0.0
13,2001-08,321.23,23.27,0.0,278296.777483259,-,Oudomxai,0.0
14,2001-09,222.607,22.59,1.0,278296.777483259,-,Oudomxai,1.0
15,2001-10,117.847,21.48,0.0,278296.777483259,-,Oudomxai,0.0
16,2001-11,15.352,17.52,1.0,278296.777483259,-,Oudomxai,1.0
17,2001-12,12.877,17.67,0.0,278296.777483259,-,Oudomxai,0.0
18,2002-01,36.637,16.85,0.0,278662.261160714,-,Oudomxai,0.0
19,2002-02,23.589,20.21,0.0,278662.261160714,-,Oudomxai,0.0
20,2002-03,31.292,22.49,0.0,278662.261160714,-,Oudomxai,0.0
21,2002-04,54.815,24.77,0.0,278662.261160714,-,Oudomxai,0.0
22,2002-05,395.486,23.06,0.0,278662.261160714,-,Oudomxai,0.0
23,2002-06,288.899,23.26,0.0,278662.261160714,-,Oudomxai,0.0
24,2002-07,540.72,22.19,0.0,278662.261160714,-,Oudomxai,0.0
25,2002-08,344.378,22.4,0.0,278662.261160714,-,Oudomxai,0.0
26,2002-09,148.688,22.57,0.0,278662.261160714,-,Oudomxai,0.0
27,2002-10,127.72,20.94,0.0,278662.261160714,-,Oudomxai,0.0
28,2002-11,74.413,18.31,0.0,278662.261160714,-,Oudomxai,0.0
29,2002-12,62.491,17.15,0.0,278662.261160714,-,Oudomxai,0.0
30,2003-01,58.228,16.1,0.0,279027.74483817,-,Oudomxai,0.0
31,2003-02,30.102,19.16,0.0,279027.74483817,-,Oudomxai,0.0
32,2003-03,99.359,20.93,0.0,279027.74483817,-,Oudomxai,0.0
33,2003-04,70.883,24.83,0.0,279027.74483817,-,Oudomxai,0.0
34,2003-05,152.24,24.82,0.0,279027.74483817,-,Oudomxai,0.0
35,2003-06,243.189,23.48,0.0,279027.74483817,-,Oudomxai,0.0
36,2003-07,251.11,23.74,0.0,279027.74483817,-,Oudomxai,0.0
37,2003-08,280.107,23.31,0.0,279027.74483817,-,Oudomxai,0.0
38,2003-09,220.909,22.67,0.0,279027.74483817,-,Oudomxai,0.0
39,2003-10,42.942,22.17,1.0,279027.74483817,-,Oudomxai,1.0
40,2003-11,5.967,20.25,0.0,279027.74483817,-,Oudomxai,0.0
41,2003-12,5.834,17.07,0.0,279027.74483817,-,Oudomxai,0.0
42,2004-01,27.316,17.45,0.0,279393.228515625,-,Oudomxai,0.0
43,2004-02,16.022,18.63,0.0,279393.228515625,-,Oudomxai,0.0
44,2004-03,29.576,23.56,0.0,279393.228515625,-,Oudomxai,0.0
45,2004-04,225.576,22.79,0.0,279393.228515625,-,Oudomxai,0.0
46,2004-05,378.596,22.76,0.0,279393.228515625,-,Oudomxai,0.0
47,2004-06,202.737,23.3,0.0,279393.228515625,-,Oudomxai,0.0
48,2004-07,312.192,22.61,0.0,279393.228515625,-,Oudomxai,0.0
49,2004-08,283.308,22.87,0.0,279393.228515625,-,Oudomxai,0.0
50,2004-09,218.288,21.99,0.0,279393.228515625,-,Oudomxai,0.0
51,2004-10,64.651,20.88,0.0,279393.228515625,-,Oudomxai,0.0
52,2004-11,37.777,19.21,0.0,279393.228515625,-,Oudomxai,0.0
53,2004-12,0.615,16.05,0.0,279393.228515625,-,Oudomxai,0.0
54,2005-01,14.737,17.48,0.0,279758.71219308,-,Oudomxai,0.0
55,2005-02,7.35,22.16,0.0,279758.71219308,-,Oudomxai,0.0
56,2005-03,78.713,21.04,0.0,279758.71219308,-,Oudomxai,0.0
57,2005-04,76.579,23.81,0.0,279758.71219308,-,Oudomxai,0.0
58,2005-05,145.041,25.03,0.0,279758.71219308,-,Oudomxai,0.0
59,2005-06,265.41,23.6,0.0,279758.71219308,-,Oudomxai,0.0
60,2005-07,318.122,23.51,0.0,279758.71219308,-,Oudomxai,0.0
61,2005-08,436.375,22.46,0.0,279758.71219308,-,Oudomxai,0.0
62,2005-09,248.072,22.79,0.0,279758.71219308,-,Oudomxai,0.0
63,2005-10,59.935,21.62,0.0,279758.71219308,-,Oudomxai,0.0
64,2005-11,43.288,19.64,0.0,279758.71219308,-,Oudomxai,0.0
65,2005-12,24.614,15.9,0.0,279758.71219308,-,Oudomxai,0.0
66,2006-01,0.413,17.9,0.0,280124.195870536,-,Oudomxai,0.0
67,2006-02,24.069,20.17,0.0,280124.195870536,-,Oudomxai,0.0
68,2006-03,34.1,23.33,0.0,280124.195870536,-,Oudomxai,0.0
69,2006-04,124.339,23.73,0.0,280124.195870536,-,Oudomxai,0.0
70,2006-05,182.214,22.78,0.0,280124.195870536,-,Oudomxai,0.0
71,2006-06,169.626,24.2,1.0,280124.195870536,-,Oudomxai,1.0
72,2006-07,339.836,22.99,1.0,280124.195870536,-,Oudomxai,1.0
73,2006-08,439.297,22.63,1.0,280124.195870536,-,Oudomxai,1.0
74,2006-09,152.212,22.38,1.0,280124.195870536,-,Oudomxai,1.0
75,2006-10,131.47,21.54,3.0,280124.195870536,-,Oudomxai,3.0
76,2006-11,10.552,20.66,0.0,280124.195870536,-,Oudomxai,0.0
77,2006-12,5.941,17.26,0.0,280124.195870536,-,Oudomxai,0.0
78,2007-01,8.458,17.24,0.0,280489.679547991,-,Oudomxai,0.0
79,2007-02,15.96,19.99,0.0,280489.679547991,-,Oudomxai,0.0
80,2007-03,11.461,23.62,0.0,280489.679547991,-,Oudomxai,0.0
81,2007-04,162.912,23.2,0.0,280489.679547991,-,Oudomxai,0.0
82,2007-05,244.957,23.17,1.0,280489.679547991,-,Oudomxai,1.0
83,2007-06,206.974,24.36,0.0,280489.679547991,-,Oudomxai,0.0
84,2007-07,233.544,23.6,1.0,280489.679547991,-,Oudomxai,1.0
85,2007-08,261.321,23.42,0.0,280489.679547991,-,Oudomxai,0.0
86,2007-09,284.103,22.3,0.0,280489.679547991,-,Oudomxai,0.0
87,2007-10,165.194,21.15,0.0,280489.679547991,-,Oudomxai,0.0
88,2007-11,21.638,18.04,0.0,280489.679547991,-,Oudomxai,0.0
89,2007-12,7.741,18.52,0.0,280489.679547991,-,Oudomxai,0.0
90,2008-01,65.463,17.81,0.0,280855.163225446,-,Oudomxai,0.0
91,2008-02,58.572,15.67,0.0,280855.163225446,-,Oudomxai,0.0
92,2008-03,46.961,21.06,0.0,280855.163225446,-,Oudomxai,0.0
93,2008-04,124.544,23.8,0.0,280855.163225446,-,Oudomxai,0.0
94,2008-05,212.192,23.11,0.0,280855.163225446,-,Oudomxai,0.0
95,2008-06,322.674,22.73,0.0,280855.163225446,-,Oudomxai,0.0
96,2008-07,474.605,22.19,0.0,280855.163225446,-,Oudomxai,0.0
97,2008-08,341.701,22.69,0.0,280855.163225446,-,Oudomxai,0.0
98,2008-09,211.89,22.78,0.0,280855.163225446,-,Oudomxai,0.0
99,2008-10,115.221,21.64,0.0,280855.163225446,-,Oudomxai,0.0
100,2008-11,92.047,17.63,0.0,280855.163225446,-,Oudomxai,0.0
101,2008-12,9.712,15.9,0.0,280855.163225446,-,Oudomxai,0.0
102,2009-01,1.147,16.11,0.0,281220.646902902,-,Oudomxai,0.0
103,2009-02,5.292,21.81,0.0,281220.646902902,-,Oudomxai,0.0
104,2009-03,48.627,23.23,0.0,281220.646902902,-,Oudomxai,0.0
105,2009-04,104.049,23.59,0.0,281220.646902902,-,Oudomxai,0.0
106,2009-05,208.888,23.68,0.0,281220.646902902,-,Oudomxai,0.0
107,2009-06,223.429,23.67,0.0,281220.646902902,-,Oudomxai,0.0
108,2009-07,389.543,23.29,0.0,281220.646902902,-,Oudomxai,0.0
109,2009-08,273.939,23.47,1.0,281220.646902902,-,Oudomxai,1.0
110,2009-09,205.145,23.06,15.0,281220.646902902,-,Oudomxai,15.0
111,2009-10,84.196,22.28,6.0,281220.646902902,-,Oudomxai,6.0
112,2009-11,7.432,19.36,13.0,281220.646902902,-,Oudomxai,13.0
113,2009-12,8.101,17.95,18.0,281220.646902902,-,Oudomxai,18.0
114,2010-01,25.808,18.5,1.0,281586.130580357,-,Oudomxai,1.0
115,2010-02,13.759,21.18,0.0,281586.130580357,-,Oudomxai,0.0
116,2010-03,25.788,22.82,0.0,281586.130580357,-,Oudomxai,0.0
117,2010-04,105.543,25.88,0.0,281586.130580357,-,Oudomxai,0.0
118,2010-05,117.205,25.96,0.0,281586.130580357,-,Oudomxai,0.0
119,2010-06,177.754,25.07,11.0,281586.130580357,-,Oudomxai,11.0
120,2010-07,346.44,24.04,118.0,281586.130580357,-,Oudomxai,118.0
121,2010-08,362.425,23.17,67.0,281586.130580357,-,Oudomxai,67.0
122,2010-09,234.838,22.93,195.0,281586.130580357,-,Oudomxai,195.0
123,2010-10,86.95,21.33,244.0,281586.130580357,-,Oudomxai,244.0
124,2010-11,9.601,19.13,169.0,281586.130580357,-,Oudomxai,169.0
125,2010-12,35.56,17.89,36.0,281586.130580357,-,Oudomxai,36.0
126,2011-01,14.964,15.92,1.0,281951.614257813,-,Oudomxai,1.0
127,2011-02,13.739,19.93,1.0,281951.614257813,-,Oudomxai,1.0
128,2011-03,100.151,19.2,1.0,281951.614257813,-,Oudomxai,1.0
129,2011-04,137.344,22.26,1.0,281951.614257813,-,Oudomxai,1.0
130,2011-05,244.18,22.75,3.0,281951.614257813,-,Oudomxai,3.0
131,2011-06,294.722,23.44,4.0,281951.614257813,-,Oudomxai,4.0
132,2011-07,339.805,23.33,5.0,281951.614257813,-,Oudomxai,5.0
133,2011-08,315.886,22.82,8.0,281951.614257813,-,Oudomxai,8.0
134,2011-09,287.762,22.32,7.0,281951.614257813,-,Oudomxai,7.0
135,2011-10,50.217,21.54,8.0,281951.614257813,-,Oudomxai,8.0
136,2011-11,11.382,19.17,5.0,281951.614257813,-,Oudomxai,5.0
137,2011-12,8.324,16.26,2.0,281951.614257813,-,Oudomxai,2.0
138,2012-01,47.364,17.39,2.0,282317.097935268,-,Oudomxai,2.0
139,2012-02,9.599,21.09,1.0,282317.097935268,-,Oudomxai,1.0
140,2012-03,26.024,22.83,1.0,282317.097935268,-,Oudomxai,1.0
141,2012-04,97.555,24.57,2.0,282317.097935268,-,Oudomxai,2.0
142,2012-05,306.624,23.92,4.0,282317.097935268,-,Oudomxai,4.0
143,2012-06,207.23,23.7,9.0,282317.097935268,-,Oudomxai,9.0
0,2000-07,328.509,24.85,2.0,598608.007114955,-,Savannakhet,2.0
1,2000-08,421.103,25.21,0.0,598608.007114955,-,Savannakhet,0.0
2,2000-09,321.934,24.3,1.0,598608.007114955,-,Savannakhet,1.0
3,2000-10,84.471,24.16,3.0,598608.007114955,-,Savannakhet,3.0
4,2000-11,21.406,21.9,0.0,598608.007114955,-,Savannakhet,0.0
5,2000-12,13.301,21.59,0.0,598608.007114955,-,Savannakhet,0.0
6,2001-01,8.414,22.65,0.0,607323.840053013,-,Savannakhet,0.0
7,2001-02,10.71,22.4,0.0,607323.840053013,-,Savannakhet,0.0
8,2001-03,94.544,24.7,0.0,607323.840053013,-,Savannakhet,0.0
9,2001-04,48.108,28.2,0.0,607323.840053013,-,Savannakhet,0.0
10,2001-05,240.604,25.73,1.0,607323.840053013,-,Savannakhet,1.0
11,2001-06,256.016,25.51,6.0,607323.840053013,-,Savannakhet,6.0
12,2001-07,264.375,25.45,35.0,607323.840053013,-,Savannakhet,35.0
13,2001-08,412.119,24.93,30.0,607323.840053013,-,Savannakhet,30.0
14,2001-09,322.316,24.88,17.0,607323.840053013,-,Savannakhet,17.0
15,2001-10,113.469,24.99,8.0,607323.840053013,-,Savannakhet,8.0
16,2001-11,42.733,21.64,1.0,607323.840053013,-,Savannakhet,1.0
17,2001-12,32.353,20.42,1.0,607323.840053013,-,Savannakhet,1.0
18,2002-01,3.683,21.03,2.0,616039.672991072,-,Savannakhet,2.0
19,2002-02,2.511,23.31,0.0,616039.672991072,-,Savannakhet,0.0
20,2002-03,71.331,25.79,0.0,616039.672991072,-,Savannakhet,0.0
21,2002-04,67.9,27.42,6.0,616039.672991072,-,Savannakhet,6.0
22,2002-05,247.705,26.21,65.0,616039.672991072,-,Savannakhet,65.0
23,2002-06,310.281,25.79,488.0,616039.672991072,-,Savannakhet,488.0
24,2002-07,465.87,25.41,717.0,616039.672991072,-,Savannakhet,717.0
25,2002-08,416.247,24.79,555.0,616039.672991072,-,Savannakhet,555.0
26,2002-09,294.858,24.24,274.0,616039.672991072,-,Savannakhet,274.0
27,2002-10,82.77,24.37,208.0,616039.672991072,-,Savannakhet,208.0
28,2002-11,20.18,23.14,60.0,616039.672991072,-,Savannakhet,60.0
29,2002-12,11.13,22.68,81.0,616039.672991072,-,Savannakhet,81.0
30,2003-01,3.201,20.09,27.0,624755.50592913,-,Savannakhet,27.0
31,2003-02,31.357,24.01,8.0,624755.50592913,-,Savannakhet,8.0
32,2003-03,53.986,24.82,23.0,624755.50592913,-,Savannakhet,23.0
33,2003-04,84.399,27.54,67.0,624755.50592913,-,Savannakhet,67.0
34,2003-05,223.39,27.36,416.0,624755.50592913,-,Savannakhet,416.0
35,2003-06,239.273,26.07,770.0,624755.50592913,-,Savannakhet,770.0
36,2003-07,205.158,26.0,1767.0,624755.50592913,-,Savannakhet,1767.0
37,2003-08,324.437,25.19,1108.0,624755.50592913,-,Savannakhet,1108.0
38,2003-09,359.122,24.45,538.0,624755.50592913,-,Savannakhet,538.0
39,2003-10,63.493,24.51,253.0,624755.50592913,-,Savannakhet,253.0
40,2003-11,21.96,23.42,40.0,624755.50592913,-,Savannakhet,40.0
41,2003-12,10.048,20.22,22.0,624755.50592913,-,Savannakhet,22.0
42,2004-01,12.228,21.43,1.0,633471.338867188,-,Savannakhet,1.0
43,2004-02,32.393,21.01,0.0,633471.338867188,-,Savannakhet,0.0
44,2004-03,33.913,25.46,0.0,633471.338867188,-,Savannakhet,0.0
45,2004-04,85.222,26.77,3.0,633471.338867188,-,Savannakhet,3.0
46,2004-05,221.439,26.55,27.0,633471.338867188,-,Savannakhet,27.0
47,2004-06,190.697,26.11,99.0,633471.338867188,-,Savannakhet,99.0
48,2004-07,442.582,25.08,146.0,633471.338867188,-,Savannakhet,146.0
49,2004-08,326.345,25.09,105.0,633471.338867188,-,Savannakhet,105.0
50,2004-09,215.898,24.75,107.0,633471.338867188,-,Savannakhet,107.0
51,2004-10,16.257,24.15,56.0,633471.338867188,-,Savannakhet,56.0
52,2004-11,21.468,23.3,8.0,633471.338867188,-,Savannakhet,8.0
53,2004-12,4.617,20.93,3.0,633471.338867188,-,Savannakhet,3.0
54,2005-01,3.425,21.37,2.0,642187.171805246,-,Savannakhet,2.0
55,2005-02,2.164,25.39,1.0,642187.171805246,-,Savannakhet,1.0
56,2005-03,24.169,24.08,2.0,642187.171805246,-,Savannakhet,2.0
57,2005-04,54.863,26.94,5.0,642187.171805246,-,Savannakhet,5.0
58,2005-05,146.408,27.6,17.0,642187.171805246,-,Savannakhet,17.0
59,2005-06,256.052,26.37,47.0,642187.171805246,-,Savannakhet,47.0
60,2005-07,386.581,25.45,196.0,642187.171805246,-,Savannakhet,196.0
61,2005-08,384.383,24.89,94.0,642187.171805246,-,Savannakhet,94.0
62,2005-09,312.715,25.02,90.0,642187.171805246,-,Savannakhet,90.0
63,2005-10,123.241,24.33,85.0,642187.171805246,-,Savannakhet,85.0
64,2005-11,47.14,23.27,24.0,642187.171805246,-,Savannakhet,24.0
65,2005-12,12.994,19.64,10.0,642187.171805246,-,Savannakhet,10.0
66,2006-01,3.65,21.07,0.0,650903.004743304,-,Savannakhet,0.0
67,2006-02,20.209,22.99,0.0,650903.004743304,-,Savannakhet,0.0
68,2006-03,39.088,25.4,0.0,650903.004743304,-,Savannakhet,0.0
69,2006-04,60.383,26.88,11.0,650903.004743304,-,Savannakhet,11.0
70,2006-05,148.884,26.32,34.0,650903.004743304,-,Savannakhet,34.0
71,2006-06,178.18,26.88,48.0,650903.004743304,-,Savannakhet,48.0
72,2006-07,354.354,25.22,136.0,650903.004743304,-,Savannakhet,136.0
73,2006-08,515.797,24.63,155.0,650903.004743304,-,Savannakhet,155.0
74,2006-09,221.509,24.97,97.0,650903.004743304,-,Savannakhet,97.0
75,2006-10,190.897,24.76,110.0,650903.004743304,-,Savannakhet,110.0
76,2006-11,11.956,25.24,70.0,650903.004743304,-,Savannakhet,70.0
77,2006-12,10.471,21.43,45.0,650903.004743304,-,Savannakhet,45.0
78,2007-01,5.436,20.17,31.0,659618.837681362,-,Savannakhet,31.0
79,2007-02,16.757,24.66,5.0,659618.837681362,-,Savannakhet,5.0
80,2007-03,89.271,25.77,20.0,659618.837681362,-,Savannakhet,20.0
81,2007-04,56.834,26.38,39.0,659618.837681362,-,Savannakhet,39.0
82,2007-05,201.571,26.15,88.0,659618.837681362,-,Savannakhet,88.0
83,2007-06,187.148,26.96,190.0,659618.837681362,-,Savannakhet,190.0
84,2007-07,207.515,26.07,387.0,659618.837681362,-,Savannakhet,387.0
85,2007-08,489.796,25.03,352.0,659618.837681362,-,Savannakhet,352.0
86,2007-09,205.872,24.98,398.0,659618.837681362,-,Savannakhet,398.0
87,2007-10,468.606,23.53,107.0,659618.837681362,-,Savannakhet,107.0
88,2007-11,92.685,20.62,14.0,659618.837681362,-,Savannakhet,14.0
89,2007-12,7.488,22.37,0.0,659618.837681362,-,Savannakhet,0.0
90,2008-01,11.933,20.37,1.0,668334.67061942,-,Savannakhet,1.0
91,2008-02,6.319,18.17,1.0,668334.67061942,-,Savannakhet,1.0
92,2008-03,55.435,24.23,1.0,668334.67061942,-,Savannakhet,1.0
93,2008-04,51.325,27.0,0.0,668334.67061942,-,Savannakhet,0.0
94,2008-05,317.755,25.0,1.0,668334.67061942,-,Savannakhet,1.0
95,2008-06,269.715,25.48,10.0,668334.67061942,-,Savannakhet,10.0
96,2008-07,266.045,25.46,11.0,668334.67061942,-,Savannakhet,11.0
97,2008-08,269.608,25.22,4.0,668334.67061942,-,Savannakhet,4.0
98,2008-09,274.912,24.82,2.0,668334.67061942,-,Savannakhet,2.0
99,2008-10,167.998,24.67,10.0,668334.67061942,-,Savannakhet,10.0
100,2008-11,58.069,21.96,2.0,668334.67061942,-,Savannakhet,2.0
101,2008-12,22.572,19.66,0.0,668334.67061942,-,Savannakhet,0.0
102,2009-01,6.266,18.67,0.0,677050.503557478,-,Savannakhet,0.0
103,2009-02,9.524,25.17,0.0,677050.503557478,-,Savannakhet,0.0
104,2009-03,75.872,25.55,0.0,677050.503557478,-,Savannakhet,0.0
105,2009-04,130.264,26.04,0.0,677050.503557478,-,Savannakhet,0.0
106,2009-05,228.562,25.54,0.0,677050.503557478,-,Savannakhet,0.0
107,2009-06,241.747,25.77,1.0,677050.503557478,-,Savannakhet,1.0
108,2009-07,358.172,25.26,13.0,677050.503557478,-,Savannakhet,13.0
109,2009-08,313.237,25.7,34.0,677050.503557478,-,Savannakhet,34.0
110,2009-09,417.911,25.08,48.0,677050.503557478,-,Savannakhet,48.0
111,2009-10,103.453,24.64,16.0,677050.503557478,-,Savannakhet,16.0
112,2009-11,21.591,22.5,33.0,677050.503557478,-,Savannakhet,33.0
113,2009-12,7.185,22.21,4.0,677050.503557478,-,Savannakhet,4.0
114,2010-01,18.568,22.22,1.0,685766.336495536,-,Savannakhet,1.0
115,2010-02,24.886,25.09,2.0,685766.336495536,-,Savannakhet,2.0
116,2010-03,7.228,26.05,19.0,685766.336495536,-,Savannakhet,19.0
117,2010-04,54.372,28.2,51.0,685766.336495536,-,Savannakhet,51.0
118,2010-05,186.318,27.86,37.0,685766.336495536,-,Savannakhet,37.0
119,2010-06,213.602,26.97,293.0,685766.336495536,-,Savannakhet,293.0
120,2010-07,237.73,26.5,803.0,685766.336495536,-,Savannakhet,803.0
121,2010-08,452.702,24.98,566.0,685766.336495536,-,Savannakhet,566.0
122,2010-09,219.88,25.38,569.0,685766.336495536,-,Savannakhet,569.0
123,2010-10,294.59,23.57,158.0,685766.336495536,-,Savannakhet,158.0
124,2010-11,62.321,22.16,24.0,685766.336495536,-,Savannakhet,24.0
125,2010-12,9.036,21.39,0.0,685766.336495536,-,Savannakhet,0.0
126,2011-01,8.166,18.19,14.0,694482.169433594,-,Savannakhet,14.0
127,2011-02,7.73,22.24,11.0,694482.169433594,-,Savannakhet,11.0
