item_id,country,case,model,forecast_start,MSE,abs_error,abs_target_sum,abs_target_mean,seasonal_error,MASE,MAPE,sMAPE,num_masked_target_values,ND,MSIS,QuantileLoss[0.1],Coverage[0.1],QuantileLoss[0.5],Coverage[0.5],QuantileLoss[0.9],Coverage[0.9]
HoChiMinh,Vietnam,Dengue,Auto ARIMA,2016-09,74819.82468,1479.149549,5069,844.8333333,447.4120879,0.551001932,0.350452229,0.281357368,0,0.291803028,3.942888368,403.1677131,0,1479.149549,1,966.0589614,1
HoChiMinh,Vietnam,Dengue,Auto ARIMA,2016-10,43461.08633,1059.918238,4405,734.1666667,445.0546448,0.396924382,0.281012412,0.238202451,0,0.24061708,3.662855822,485.2519575,0,1059.918238,0.833333333,879.1302557,1
HoChiMinh,Vietnam,Dengue,Auto ARIMA,2016-11,52969.71359,1134.814243,3492,582,444.298913,0.425694733,0.305618033,0.253163835,0,0.324975442,4.079819158,425.927018,0,1134.814243,1,913.1998903,1
HoChiMinh,Vietnam,Dengue,Auto ARIMA,2016-12,7819.259041,458.1624757,3122,520.3333333,446.572973,0.170992015,0.146707989,0.140540344,0,0.146752875,3.931754162,693.4835436,0,458.1624757,0.333333333,685.605345,1
HoChiMinh,Vietnam,Dengue,Auto ARIMA,2017-01,45309.98993,1030.649768,3284,547.3333333,448.483871,0.383012573,0.307203132,0.355616308,0,0.313839759,3.74085971,880.1486817,0,1030.649768,0.166666667,473.4868689,1
KhanhHoa,Vietnam,Dengue,Auto ARIMA,2016-07,38441.6187,1075.874749,2453,408.8333333,198.5666667,0.903034035,0.422055857,0.546258024,0,0.438595495,3.443544748,499.7262324,0,1075.874749,0,233.4856792,0.666666667
KhanhHoa,Vietnam,Dengue,Auto ARIMA,2016-08,26355.11168,894.4429485,2423,403.8333333,198.3259669,0.751660648,0.358988736,0.445429673,0,0.369146904,3.441157331,449.2078886,0,894.4429485,0,260.0103312,0.666666667
KhanhHoa,Vietnam,Dengue,Auto ARIMA,2016-09,969.3117311,209.823712,2118,353,198.3571429,0.176301282,0.098283226,0.095110419,0,0.099066908,3.577671435,280.7039059,0,209.823712,0.666666667,270.811047,1
KhanhHoa,Vietnam,Dengue,Auto ARIMA,2016-10,3133.787149,297.812619,1841,306.8333333,197.3060109,0.25156576,0.172256847,0.188730017,0,0.161766768,3.485023817,304.6582392,0,297.812619,0.333333333,211.3900398,1
KhanhHoa,Vietnam,Dengue,Auto ARIMA,2016-11,3191.0857,383.3033762,1459,243.1666667,196.923913,0.324409032,0.288659751,0.257468695,0,0.262716502,3.617442379,239.1327034,0,383.3033762,0.833333333,321.6468114,1
KhanhHoa,Vietnam,Dengue,Auto ARIMA,2016-12,1405.699133,214.3902812,1305,217.5,197.8162162,0.180630861,0.155714848,0.164518254,0,0.16428374,3.942198949,323.3375294,0,214.3902812,0.5,283.5091508,1
KhanhHoa,Vietnam,Dengue,Auto ARIMA,2017-01,9349.183226,521.9905335,1373,228.8333333,198.5537634,0.43816053,0.360534164,0.451855083,0,0.380182472,3.444724423,374.390866,0,521.9905335,0,164.420912,1
KienGiang,Vietnam,Dengue,Auto ARIMA,2016-07,100867.7114,1757.876857,3400,566.6666667,232.9333333,1.257782525,0.493098253,0.668622338,0,0.517022605,3.978556938,713.5950086,0,1757.876857,0,537.9137415,0.5
KienGiang,Vietnam,Dengue,Auto ARIMA,2016-08,56882.47172,1263.417372,3358,559.6666667,232.8342541,0.904375358,0.348145708,0.433593638,0,0.376241028,3.576023894,573.7009925,0,1263.417372,0,498.119643,0.666666667
KienGiang,Vietnam,Dengue,Auto ARIMA,2016-09,6968.188639,383.7565408,2934,489,233.1098901,0.27437456,0.140576247,0.141810111,0,0.130796367,3.672280577,390.1396385,0,383.7565408,0.5,279.6036163,1
KienGiang,Vietnam,Dengue,Auto ARIMA,2016-10,8949.590011,451.5334577,2550,425,231.8852459,0.32453801,0.169169132,0.187444597,0,0.177071944,3.924247625,394.0064757,0,451.5334577,0.166666667,267.9692896,1
KienGiang,Vietnam,Dengue,Auto ARIMA,2016-11,4458.508338,337.0483533,2022,337,231.5869565,0.242564289,0.166527814,0.147837033,0,0.16669058,3.952548137,288.5845499,0,337.0483533,0.666666667,392.5396048,1
KienGiang,Vietnam,Dengue,Auto ARIMA,2016-12,1817.650235,308.7491574,1808,301.3333333,233.0378378,0.220814754,0.166117389,0.171142475,0,0.170768339,3.627666581,357.8619911,0,308.7491574,0.5,348.0433376,1
KienGiang,Vietnam,Dengue,Auto ARIMA,2017-01,16860.657,580.2596121,1902,317,234.2795699,0.412797135,0.270366448,0.33708845,0,0.30507866,3.590962413,440.5365096,0,580.2596121,0,194.1920399,1
LamDong,Vietnam,Dengue,Auto ARIMA,2016-07,1115.294738,205.2482203,410,68.33333333,60.30555556,0.567245197,0.465895208,0.651354419,0,0.500605415,6.097269389,177.9413664,0,205.2482203,0,119.756385,1
LamDong,Vietnam,Dengue,Auto ARIMA,2016-08,856.6073508,146.854016,405,67.5,60.1160221,0.407140534,0.343859103,0.44695493,0,0.362602509,6.744497635,191.1950404,0,146.854016,0,126.5264167,1
LamDong,Vietnam,Dengue,Auto ARIMA,2016-09,77.18678277,28.74741994,354,59,59.97252747,0.079890524,0.076884811,0.073503489,0,0.081207401,6.909488842,145.2311691,0,28.74741994,0.666666667,155.5122984,1
LamDong,Vietnam,Dengue,Auto ARIMA,2016-10,172.3521814,80.68194451,308,51.33333333,59.65027322,0.225430497,0.245504509,0.246682397,0,0.261954365,6.241335167,156.0196442,0,80.68194451,0.5,127.6094886,1
