time_period,rainfall,mean_temperature,disease_cases,population,location
2016-08,10.987,19.8,7323,663296.28,DJKWdcLdPOI
2016-09,122.06,19.46,8952,663296.28,DJKWdcLdPOI
2016-10,165.363,19.07,11401,663296.28,DJKWdcLdPOI
2016-11,175.084,18.23,27140,663296.28,DJKWdcLdPOI
2016-12,112.954,18.48,18663,663296.28,DJKWdcLdPOI
2017-01,152.336,18.96,15789,682426,DJKWdcLdPOI
2017-02,211.428,18.31,11162,682426,DJKWdcLdPOI
2017-03,181.914,18.73,7402,682426,DJKWdcLdPOI
2017-04,96.794,18.46,6963,682426,DJKWdcLdPOI
2017-05,81.826,18.39,13173,682426,DJKWdcLdPOI
2017-06,10.336,19.23,17789,682426,DJKWdcLdPOI
2017-07,16.107,18.89,13407,682426,DJKWdcLdPOI
2017-08,63.02,18.76,12223,682426,DJKWdcLdPOI
2017-09,114.659,18.58,13769,682426,DJKWdcLdPOI
2017-10,188.42,18.48,13343,682426,DJKWdcLdPOI
2017-11,202.423,17.91,13510,682426,DJKWdcLdPOI
2017-12,234.767,18.48,14612,682426,DJKWdcLdPOI
2018-01,290.84,17.65,24143,535220,DJKWdcLdPOI
2018-02,200.447,18.79,12462,535220,DJKWdcLdPOI
2018-03,183.463,18.32,9829,535220,DJKWdcLdPOI
2018-04,356.901,17.91,8654,535220,DJKWdcLdPOI
2018-05,90.787,18.11,8622,535220,DJKWdcLdPOI
2018-06,25.353,18.69,8235,535220,DJKWdcLdPOI
2018-07,12.838,18.32,7428,535220,DJKWdcLdPOI
2018-08,94.328,18.36,4543,535220,DJKWdcLdPOI
2018-09,64.407,18.77,5492,535220,DJKWdcLdPOI
2018-10,214.947,18.31,7640,535220,DJKWdcLdPOI
2018-11,160.348,18.34,13140,535220,DJKWdcLdPOI
2018-12,301.257,17.84,19410,535220,DJKWdcLdPOI
2019-01,214.212,18.55,18232,640951.7,DJKWdcLdPOI
2019-02,128.341,19.03,14209,640951.7,DJKWdcLdPOI
2019-03,159.836,19.07,13677,640951.7,DJKWdcLdPOI
2019-04,182.564,19.02,11548,640951.7,DJKWdcLdPOI
2019-05,115.399,18.14,11310,640951.7,DJKWdcLdPOI
2019-06,79.252,18.36,14552,640951.7,DJKWdcLdPOI
2019-07,41.195,18.52,12935,640951.7,DJKWdcLdPOI
2019-08,58.556,18.91,6445,640951.7,DJKWdcLdPOI
2019-09,97.948,18.77,7805,640951.7,DJKWdcLdPOI
2019-10,283.02,17.54,6054,640951.7,DJKWdcLdPOI
2019-11,178.19,18.28,4503,640951.7,DJKWdcLdPOI
2019-12,266.887,18.1,5455,640951.7,DJKWdcLdPOI
2020-01,222.118,18.75,7403,571759.18,DJKWdcLdPOI
2020-02,206.335,19.11,7391,570197,DJKWdcLdPOI
2020-03,312.826,18.92,6979,571759.18,DJKWdcLdPOI
2020-04,282.045,18.68,5534,571759.18,DJKWdcLdPOI
2020-05,101.673,18.82,3849,571759.18,DJKWdcLdPOI
2020-06,69.028,18.64,3418,571759.18,DJKWdcLdPOI
2020-07,18.154,18.36,3108,571759.18,DJKWdcLdPOI
2020-08,38.335,19.22,3242,571759.18,DJKWdcLdPOI
2020-09,122.202,18.72,2926,571759.18,DJKWdcLdPOI
2020-10,272.523,18.24,2505,571759.18,DJKWdcLdPOI
2020-11,252.807,18.09,1997,571759.18,DJKWdcLdPOI
2020-12,228.234,18.16,1785,571759.18,DJKWdcLdPOI
2021-01,198.047,18.13,1704,536196,DJKWdcLdPOI
2021-02,141.803,18.86,1644,536196,DJKWdcLdPOI
2021-03,186.226,18.64,1557,536196,DJKWdcLdPOI
2021-04,143.042,18.04,1504,536196,DJKWdcLdPOI
2021-05,154.482,18.37,1938,536196,DJKWdcLdPOI
2021-06,20.167,18.53,1768,536196,DJKWdcLdPOI
2021-07,10.555,18.65,1654,536196,DJKWdcLdPOI
2021-08,67.571,18.7,1475,536196,DJKWdcLdPOI
2021-09,141.232,18.59,1551,536196,DJKWdcLdPOI
2021-10,176.23,18.58,1443,536196,DJKWdcLdPOI
2021-11,171.597,18.43,1701,536196,DJKWdcLdPOI
2021-12,138.073,18.5,1802,536196,DJKWdcLdPOI
2022-01,176.063,18.47,2003,581171,DJKWdcLdPOI
2022-02,310.076,18,1875,581171,DJKWdcLdPOI
2022-03,220.994,18.9,1201,581171,DJKWdcLdPOI
2022-04,331.218,18.48,1809,581171,DJKWdcLdPOI
2022-05,111.451,18.47,2021,581171,DJKWdcLdPOI
2022-06,10.925,18.08,1693,581171,DJKWdcLdPOI
2022-07,52.635,18.59,1298,581171,DJKWdcLdPOI
2022-08,115.765,18.18,1133,581171,DJKWdcLdPOI
2022-09,110.726,18.21,1226,581171,DJKWdcLdPOI
2022-10,102.9,18.88,1417,581171,DJKWdcLdPOI
2022-11,352.133,17.86,1565,581171,DJKWdcLdPOI
2022-12,252.214,17.62,1692,581171,DJKWdcLdPOI
2023-01,170.196,18,1329,462397,DJKWdcLdPOI
2023-02,176.91,18.65,1208,462397,DJKWdcLdPOI
2023-03,385.361,18.07,991,462397,DJKWdcLdPOI
2023-04,218.514,18.19,784,462397,DJKWdcLdPOI
2023-05,101.525,19.32,1012,462397,DJKWdcLdPOI
2023-06,28.991,19.28,1085,462397,DJKWdcLdPOI
2023-07,3.56,19.4,918,462397,DJKWdcLdPOI
2023-08,10.726,20.29,752,462397,DJKWdcLdPOI
2023-09,230.592,18.87,765,462397,DJKWdcLdPOI
2023-10,179.142,19.13,1192,462397,DJKWdcLdPOI
2023-11,376.413,17.94,933,462397,DJKWdcLdPOI
2023-12,212.629,18.72,1645,462397,DJKWdcLdPOI
2024-01,298.741,18.62,2244,501598.49,DJKWdcLdPOI
2024-02,220.406,19.38,1096,500228,DJKWdcLdPOI
2024-03,134.287,19.91,586,501598.49,DJKWdcLdPOI
2024-04,228.629,18.96,727,501598.49,DJKWdcLdPOI
2024-05,119.737,19.82,961,501598.49,DJKWdcLdPOI
2024-06,13.87,19.42,1414,501598.49,DJKWdcLdPOI
2024-07,26.995,19.57,1262,501598.49,DJKWdcLdPOI
2024-08,21.696,19.94,922,501598.49,DJKWdcLdPOI
2024-09,50.795,20.05,1200,501598.49,DJKWdcLdPOI
2024-10,176.323,18.87,2212,501598.49,DJKWdcLdPOI
2024-11,333.79,18.17,2926,501598.49,DJKWdcLdPOI
2024-12,244.187,18.54,2348,501598.49,DJKWdcLdPOI
2015-01,24.466,22.15,24276,1169946,WOjncnBz0hi
2015-02,44.107,22.35,20595,1169946,WOjncnBz0hi
2015-03,104.707,21.77,16281,1169946,WOjncnBz0hi
2015-04,139.552,20.15,16133,1169946,WOjncnBz0hi
2015-05,54.533,20.76,24117,1169946,WOjncnBz0hi
2015-06,25.107,21.31,50293,1169946,WOjncnBz0hi
2015-07,3.907,22.07,26757,1169946,WOjncnBz0hi
2015-08,10.475,22.65,13226,1169946,WOjncnBz0hi
2015-09,52.952,21.83,15463,1169946,WOjncnBz0hi
2015-10,136.115,21.1,33321,1169946,WOjncnBz0hi
2015-11,188.581,19.98,70626,1169946,WOjncnBz0hi
2015-12,76.439,20.49,113356,1169946,WOjncnBz0hi
2016-01,72.019,21.44,51409,1250896.75,WOjncnBz0hi
2016-02,43.865,22.9,32944,1247479,WOjncnBz0hi
2016-03,54.911,22.67,26880,1250896.75,WOjncnBz0hi
2016-04,150.133,20.92,35278,1250896.75,WOjncnBz0hi
2016-05,41.008,21.49,39517,1250896.75,WOjncnBz0hi
2016-06,7.279,21.61,15412,1250896.75,WOjncnBz0hi
2016-07,3.4,22.25,6481,1250896.75,WOjncnBz0hi
2016-08,4.193,22.68,3014,1250896.75,WOjncnBz0hi
2016-09,51.559,22.2,4023,1250896.75,WOjncnBz0hi
2016-10,90.435,21.46,8302,1250896.75,WOjncnBz0hi
2016-11,130.557,20.4,25238,1250896.75,WOjncnBz0hi
2016-12,63.56,20.93,19056,1250896.75,WOjncnBz0hi
2017-01,35.65,22.31,11837,1236990,WOjncnBz0hi
2017-02,89.037,21.35,9977,1236990,WOjncnBz0hi
2017-03,103.948,21.05,7853,1236990,WOjncnBz0hi
2017-04,94.904,20.75,5649,1236990,WOjncnBz0hi
2017-05,77.696,20.55,4918,1236990,WOjncnBz0hi
2017-06,3.431,22.07,9230,1236990,WOjncnBz0hi
2017-07,8.479,22.41,7215,1236990,WOjncnBz0hi
2017-08,28.565,21.96,3204,1236990,WOjncnBz0hi
2017-09,70.025,21.28,4271,1236990,WOjncnBz0hi
2017-10,81.782,21.44,8230,1236990,WOjncnBz0hi
2017-11,123.919,20.23,15821,1236990,WOjncnBz0hi
2017-12,55.22,21.18,32302,1236990,WOjncnBz0hi
2018-01,74.732,21.14,48638,1302753,WOjncnBz0hi
2018-02,76,21.98,24871,1302753,WOjncnBz0hi
2018-03,147.805,20.66,19860,1302753,WOjncnBz0hi
2018-04,226.408,19.84,11356,1302753,WOjncnBz0hi
2018-05,73.123,20.21,5496,1302753,WOjncnBz0hi
2018-06,11.866,20.85,3696,1302753,WOjncnBz0hi
2018-07,7.823,20.74,2667,1302753,WOjncnBz0hi
2018-08,85.221,20.65,1620,1302753,WOjncnBz0hi
2018-09,65.492,20.61,1459,1302753,WOjncnBz0hi
2018-10,100.792,20.78,1550,1302753,WOjncnBz0hi
2018-11,93.906,20.75,2355,1302753,WOjncnBz0hi
2018-12,95.181,20.34,3025,1302753,WOjncnBz0hi
2019-01,43.069,21.81,3988,1259280,WOjncnBz0hi
2019-02,41.475,22.57,2537,1259280,WOjncnBz0hi
2019-03,66.639,22.43,2083,1259280,WOjncnBz0hi
2019-04,106.316,21.33,1752,1259280,WOjncnBz0hi
2019-05,101.795,20.57,1932,1259280,WOjncnBz0hi
2019-06,41.76,21.18,1721,1259280,WOjncnBz0hi
2019-07,11.841,21.67,1237,1259280,WOjncnBz0hi
2019-08,39.632,21.73,1721,1259280,WOjncnBz0hi
2019-09,62.536,21.42,1402,1259280,WOjncnBz0hi
2019-10,140.605,20.08,1312,1259280,WOjncnBz0hi
2019-11,83.848,20.92,1394,1259280,WOjncnBz0hi
2019-12,121.3,20.58,1474,1259280,WOjncnBz0hi
2020-01,62.308,21.62,1785,1446856.16,WOjncnBz0hi
2020-02,121.622,21.52,1744,1442903,WOjncnBz0hi
2020-03,133.014,21.29,1742,1446856.16,WOjncnBz0hi
2020-04,213.253,20.86,1496,1446856.16,WOjncnBz0hi
2020-05,70.542,20.92,2012,1446856.16,WOjncnBz0hi
2020-06,23.413,21.18,1371,1446856.16,WOjncnBz0hi
2020-07,5.115,21.7,1075,1446856.16,WOjncnBz0hi
2020-08,17.659,22.57,842,1446856.16,WOjncnBz0hi
2020-09,60.069,21.54,951,1446856.16,WOjncnBz0hi
2020-10,111.793,20.96,1320,1446856.16,WOjncnBz0hi
2020-11,144.723,20,1265,1446856.16,WOjncnBz0hi
2020-12,82.088,20.31,1256,1446856.16,WOjncnBz0hi
2021-01,70.844,20.61,514,914716,WOjncnBz0hi
2021-02,63.146,21.47,808,914716,WOjncnBz0hi
2021-03,85.969,21.34,955,914716,WOjncnBz0hi
2021-04,104.652,20.38,807,914716,WOjncnBz0hi
2021-05,113.195,20.52,917,914716,WOjncnBz0hi
2021-06,4.299,21.28,791,914716,WOjncnBz0hi
2021-07,4.523,21.93,587,914716,WOjncnBz0hi
2021-08,32.09,21.76,725,914716,WOjncnBz0hi
2021-09,80.631,21.27,572,914716,WOjncnBz0hi
2021-10,61.641,21.82,722,914716,WOjncnBz0hi
2021-11,68.423,21.18,997,914716,WOjncnBz0hi
2021-12,95.656,21.02,817,914716,WOjncnBz0hi
2022-01,44.094,21.38,778,802076,WOjncnBz0hi
2022-02,63.894,21.19,828,802076,WOjncnBz0hi
2022-03,64.842,21.97,762,802076,WOjncnBz0hi
2022-04,166.04,20.88,1136,802076,WOjncnBz0hi
2022-05,68.906,20.64,551,802076,WOjncnBz0hi
2022-06,3.546,20.59,525,802076,WOjncnBz0hi
2022-07,13.789,21.68,344,802076,WOjncnBz0hi
2022-08,74.149,20.93,348,802076,WOjncnBz0hi
2022-09,49.945,20.97,386,802076,WOjncnBz0hi
2022-10,43.429,21.72,395,802076,WOjncnBz0hi
2022-11,185.035,20.15,465,802076,WOjncnBz0hi
2022-12,98.437,19.88,604,802076,WOjncnBz0hi
2023-01,31.179,20.96,347,777762,WOjncnBz0hi
2023-02,61.851,22.54,281,777762,WOjncnBz0hi
2023-03,156.025,20.5,199,777762,WOjncnBz0hi
2023-04,148.115,20.33,196,777762,WOjncnBz0hi
2023-05,68.57,21.33,183,777762,WOjncnBz0hi
2023-06,12.947,22.01,263,777762,WOjncnBz0hi
2023-07,0.193,22.66,247,777762,WOjncnBz0hi
2023-08,7.502,23.54,264,777762,WOjncnBz0hi
2023-09,79.349,21.95,221,777762,WOjncnBz0hi
2023-10,85.29,21.84,315,777762,WOjncnBz0hi
2023-11,193.457,19.89,307,777762,WOjncnBz0hi
2023-12,73.944,21.01,256,777762,WOjncnBz0hi
2024-01,67.493,21.42,465,694839.47,WOjncnBz0hi
2024-02,75.814,21.97,411,692941,WOjncnBz0hi
2024-03,74.751,22.37,239,694839.47,WOjncnBz0hi
2024-04,158.087,20.84,268,694839.47,WOjncnBz0hi
2024-05,54.299,22.11,299,694839.47,WOjncnBz0hi
2024-06,1.127,22.66,223,694839.47,WOjncnBz0hi
2024-07,6.832,23.11,207,694839.47,WOjncnBz0hi
2024-08,8.638,23.32,242,694839.47,WOjncnBz0hi
2024-09,46.475,22.92,278,694839.47,WOjncnBz0hi
2024-10,76.573,21.59,234,694839.47,WOjncnBz0hi
2024-11,138.001,20.76,255,694839.47,WOjncnBz0hi
2024-12,112.824,20.62,398,694839.47,WOjncnBz0hi
2015-01,151.735,16.19,542,756462,ARCA1tta4rF
2015-02,214.711,16.49,379,756462,ARCA1tta4rF
2015-03,248.388,16.41,203,756462,ARCA1tta4rF
2015-04,697.193,15.54,227,756462,ARCA1tta4rF
2015-05,151.331,15.99,234,756462,ARCA1tta4rF
2015-06,375.084,16.07,614,756462,ARCA1tta4rF
2015-07,26.157,16.52,564,756462,ARCA1tta4rF
2015-08,28.211,17.05,213,756462,ARCA1tta4rF
2015-09,156.65,16.82,208,756462,ARCA1tta4rF
2015-10,388.188,16.08,357,756462,ARCA1tta4rF
2015-11,598.052,15.52,975,756462,ARCA1tta4rF
2015-12,1114.111,15.77,1782,756462,ARCA1tta4rF
2016-01,414.232,16.54,1025,749395.53,ARCA1tta4rF
2016-02,193.748,17.46,944,747348,ARCA1tta4rF
2016-03,479.721,17.46,708,749395.53,ARCA1tta4rF
2016-04,471.335,16.32,545,749395.53,ARCA1tta4rF
2016-05,164.201,16.63,644,749395.53,ARCA1tta4rF
2016-06,66.882,16.13,723,749395.53,ARCA1tta4rF
2016-07,38.249,16.75,544,749395.53,ARCA1tta4rF
2016-08,24.142,17.24,228,749395.53,ARCA1tta4rF
2016-09,227.202,16.98,431,749395.53,ARCA1tta4rF
2016-10,269.248,16.73,654,749395.53,ARCA1tta4rF
2016-11,346.866,15.73,1129,749395.53,ARCA1tta4rF
2016-12,197.587,15.95,811,749395.53,ARCA1tta4rF
2017-01,234.457,16.73,713,688492,ARCA1tta4rF
2017-02,474.534,15.82,369,688492,ARCA1tta4rF
2017-03,289.968,16.19,218,688492,ARCA1tta4rF
2017-04,189.467,15.99,319,688492,ARCA1tta4rF
2017-05,117.039,15.86,356,688492,ARCA1tta4rF
2017-06,22.48,16.5,426,688492,ARCA1tta4rF
2017-07,62.87,16.62,347,688492,ARCA1tta4rF
2017-08,306.648,16.2,211,688492,ARCA1tta4rF
2017-09,341.693,15.98,276,688492,ARCA1tta4rF
2017-10,463.757,16.12,387,688492,ARCA1tta4rF
2017-11,516.734,15.53,457,688492,ARCA1tta4rF
2017-12,292.81,16.01,476,688492,ARCA1tta4rF
2018-01,439.499,15.52,534,731845,ARCA1tta4rF
2018-02,410.744,16.43,335,731845,ARCA1tta4rF
2018-03,456.096,15.85,455,731845,ARCA1tta4rF
2018-04,747.937,15.49,325,731845,ARCA1tta4rF
2018-05,159.105,15.65,260,731845,ARCA1tta4rF
2018-06,65.636,15.97,165,731845,ARCA1tta4rF
2018-07,67.261,15.58,170,731845,ARCA1tta4rF
2018-08,221.013,15.79,110,731845,ARCA1tta4rF
2018-09,142.456,16.16,118,731845,ARCA1tta4rF
2018-10,349.299,15.85,155,731845,ARCA1tta4rF
2018-11,378.864,16.02,265,731845,ARCA1tta4rF
2018-12,399.466,15.49,383,731845,ARCA1tta4rF
2019-01,383.327,16.16,322,751247,ARCA1tta4rF
2019-02,255.888,16.69,302,751247,ARCA1tta4rF
2019-03,318.723,16.61,273,751247,ARCA1tta4rF
2019-04,374.178,16.44,234,751247,ARCA1tta4rF
2019-05,198.371,15.91,226,751247,ARCA1tta4rF
2019-06,222.913,15.88,196,751247,ARCA1tta4rF
2019-07,113.2,16.11,213,751247,ARCA1tta4rF
2019-08,136.89,16.4,182,751247,ARCA1tta4rF
2019-09,251.783,16.24,178,751247,ARCA1tta4rF
2019-10,420.957,15.19,239,751247,ARCA1tta4rF
2019-11,531.431,15.87,174,751247,ARCA1tta4rF
2019-12,687.203,15.82,245,751247,ARCA1tta4rF
2020-01,476.125,16.24,245,680397.01,ARCA1tta4rF
2020-02,752.499,16.56,156,678538,ARCA1tta4rF
2020-03,791.547,16.51,150,680397.01,ARCA1tta4rF
2020-04,418.913,16.2,70,680397.01,ARCA1tta4rF
2020-05,166.157,16.22,65,680397.01,ARCA1tta4rF
2020-06,91.48,15.92,59,680397.01,ARCA1tta4rF
2020-07,73.158,15.81,41,680397.01,ARCA1tta4rF
2020-08,269.461,16.72,64,680397.01,ARCA1tta4rF
2020-09,297.397,16.24,65,680397.01,ARCA1tta4rF
2020-10,360.49,15.87,79,680397.01,ARCA1tta4rF
2020-11,445.852,15.54,93,680397.01,ARCA1tta4rF
2020-12,473.456,15.61,107,680397.01,ARCA1tta4rF
2021-01,309.834,15.59,16,503236,ARCA1tta4rF
2021-02,289.257,16.46,33,503236,ARCA1tta4rF
2021-03,337.419,16.04,52,503236,ARCA1tta4rF
2021-04,252.731,15.61,66,503236,ARCA1tta4rF
2021-05,210.229,15.89,58,503236,ARCA1tta4rF
2021-06,37.667,15.74,55,503236,ARCA1tta4rF
2021-07,33.866,15.98,32,503236,ARCA1tta4rF
2021-08,147.937,16.19,42,503236,ARCA1tta4rF
2021-09,264.816,16.01,66,503236,ARCA1tta4rF
2021-10,483.824,16.18,67,503236,ARCA1tta4rF
2021-11,276.136,15.99,76,503236,ARCA1tta4rF
2021-12,266.532,15.89,65,503236,ARCA1tta4rF
2022-01,198.035,16.12,31,310983,ARCA1tta4rF
2022-02,324.152,15.74,34,310983,ARCA1tta4rF
2022-03,440.044,16.38,83,310983,ARCA1tta4rF
2022-04,384.228,15.95,66,310983,ARCA1tta4rF
2022-05,173.164,15.83,51,310983,ARCA1tta4rF
2022-06,17.12,15.28,74,310983,ARCA1tta4rF
2022-07,88.099,15.97,85,310983,ARCA1tta4rF
2022-08,278.634,15.75,70,310983,ARCA1tta4rF
2022-09,394.333,15.49,87,310983,ARCA1tta4rF
2022-10,176.137,16.35,106,310983,ARCA1tta4rF
2022-11,478.055,15.23,97,310983,ARCA1tta4rF
2022-12,395.531,14.92,116,310983,ARCA1tta4rF
2023-01,232.72,15.37,90,348823,ARCA1tta4rF
2023-02,358.09,16.14,94,348823,ARCA1tta4rF
2023-03,773.368,15.42,90,348823,ARCA1tta4rF
2023-04,328.179,15.61,101,348823,ARCA1tta4rF
2023-05,146.286,16.45,85,348823,ARCA1tta4rF
2023-06,75.157,16.27,111,348823,ARCA1tta4rF
2023-07,16.009,16.5,85,348823,ARCA1tta4rF
2023-08,20.227,17.6,88,348823,ARCA1tta4rF
2023-09,404.592,16.17,117,348823,ARCA1tta4rF
2023-10,255.207,16.42,87,348823,ARCA1tta4rF
2023-11,462.989,15.32,80,348823,ARCA1tta4rF
2023-12,644.004,16.06,109,348823,ARCA1tta4rF
2024-01,313.58,16.28,103,472799.8,ARCA1tta4rF
2024-02,384.012,16.63,71,471508,ARCA1tta4rF
2024-03,356.75,17.03,149,472799.8,ARCA1tta4rF
2024-04,525.981,16.37,148,472799.8,ARCA1tta4rF
2024-05,411.734,16.97,101,472799.8,ARCA1tta4rF
2024-06,26.898,16.58,83,472799.8,ARCA1tta4rF
2024-07,105.684,17.03,101,472799.8,ARCA1tta4rF
2024-08,69.872,17.22,103,472799.8,ARCA1tta4rF
2024-09,133.778,17.12,177,472799.8,ARCA1tta4rF
2024-10,418.842,16.11,146,472799.8,ARCA1tta4rF
2024-11,606.316,15.59,249,472799.8,ARCA1tta4rF
2024-12,423.788,15.77,206,472799.8,ARCA1tta4rF
2015-01,107.159,18.76,8687,957680,M6o8DrKq6P3
2015-02,110.117,19.07,5713,957680,M6o8DrKq6P3
2015-03,322.632,18.81,4851,957680,M6o8DrKq6P3
2015-04,399.354,17.91,4650,957680,M6o8DrKq6P3
2015-05,114.285,18.08,6107,957680,M6o8DrKq6P3
2015-06,45.568,18.26,9068,957680,M6o8DrKq6P3
2015-07,4.838,18.93,5721,957680,M6o8DrKq6P3
2015-08,3.897,19.65,4115,957680,M6o8DrKq6P3
2015-09,75.304,19.84,7296,957680,M6o8DrKq6P3
2015-10,466.57,18.83,14943,957680,M6o8DrKq6P3
2015-11,387.785,18.15,23189,957680,M6o8DrKq6P3
2015-12,337.929,18.37,25001,957680,M6o8DrKq6P3
2016-01,192.958,18.94,15787,985206.82,M6o8DrKq6P3
2016-02,148.476,19.41,11680,982515,M6o8DrKq6P3
2016-03,145.108,20.04,10299,985206.82,M6o8DrKq6P3
2016-04,452.02,18.5,8956,985206.82,M6o8DrKq6P3
2016-05,155.417,18.64,13044,985206.82,M6o8DrKq6P3
2016-06,10.92,18.25,12327,985206.82,M6o8DrKq6P3
2016-07,3.237,18.83,4178,985206.82,M6o8DrKq6P3
2016-08,16.647,19.39,4906,985206.82,M6o8DrKq6P3
2016-09,97.464,19.72,8604,985206.82,M6o8DrKq6P3
2016-10,175.333,19.49,13714,985206.82,M6o8DrKq6P3
2016-11,174.776,18.46,22675,985206.82,M6o8DrKq6P3
2016-12,139.813,18.71,24302,985206.82,M6o8DrKq6P3
2017-01,104.602,19.04,28246,1044614,M6o8DrKq6P3
2017-02,219.593,18.58,16989,1044614,M6o8DrKq6P3
2017-03,182.502,18.72,15052,1044614,M6o8DrKq6P3
2017-04,143.529,18.4,10553,1044614,M6o8DrKq6P3
2017-05,72.971,18.3,12419,1044614,M6o8DrKq6P3
2017-06,6.391,18.88,14838,1044614,M6o8DrKq6P3
2017-07,6.036,19.12,11271,1044614,M6o8DrKq6P3
2017-08,46.224,18.91,9798,1044614,M6o8DrKq6P3
2017-09,122.954,19.04,16925,1044614,M6o8DrKq6P3
2017-10,152.338,19.12,20862,1044614,M6o8DrKq6P3
2017-11,202.997,18.23,22704,1044614,M6o8DrKq6P3
2017-12,257.863,18.53,27859,1044614,M6o8DrKq6P3
2018-01,211.581,17.71,31158,1047420,M6o8DrKq6P3
2018-02,148.443,18.92,22433,1047420,M6o8DrKq6P3
2018-03,363.105,18.39,13713,1047420,M6o8DrKq6P3
2018-04,513.432,17.61,15472,1047420,M6o8DrKq6P3
2018-05,207.189,17.81,16268,1047420,M6o8DrKq6P3
2018-06,23.021,18.05,16440,1047420,M6o8DrKq6P3
2018-07,11.273,17.68,12489,1047420,M6o8DrKq6P3
2018-08,84.458,18.27,10767,1047420,M6o8DrKq6P3
2018-09,57.158,19.23,15845,1047420,M6o8DrKq6P3
2018-10,212.351,18.5,22628,1047420,M6o8DrKq6P3
2018-11,210.035,18.64,26586,1047420,M6o8DrKq6P3
2018-12,269.105,18.14,27689,1047420,M6o8DrKq6P3
2019-01,191.283,18.79,27469,1099667,M6o8DrKq6P3
2019-02,157.101,19.18,18611,1099667,M6o8DrKq6P3
2019-03,146.284,19.25,18954,1099667,M6o8DrKq6P3
2019-04,327.076,19.09,16299,1099667,M6o8DrKq6P3
2019-05,136.798,18.17,18539,1099667,M6o8DrKq6P3
2019-06,34.038,18.01,22989,1099667,M6o8DrKq6P3
2019-07,16.638,18.45,16019,1099667,M6o8DrKq6P3
2019-08,31.057,19.04,7074,1099667,M6o8DrKq6P3
2019-09,94.942,19.3,8190,1099667,M6o8DrKq6P3
2019-10,338.863,18,10146,1099667,M6o8DrKq6P3
2019-11,214.441,18.6,11066,1099667,M6o8DrKq6P3
2019-12,504.532,17.84,10708,1099667,M6o8DrKq6P3
2020-01,238.139,18.68,10736,1096621.23,M6o8DrKq6P3
2020-02,235.614,18.89,11458,1093625,M6o8DrKq6P3
2020-03,333.692,18.85,9430,1096621.23,M6o8DrKq6P3
2020-04,437.858,18.5,4725,1096621.23,M6o8DrKq6P3
2020-05,192.525,18.51,5711,1096621.23,M6o8DrKq6P3
2020-06,31.394,18.02,9114,1096621.23,M6o8DrKq6P3
2020-07,10.074,17.85,10235,1096621.23,M6o8DrKq6P3
2020-08,31.072,19.56,8175,1096621.23,M6o8DrKq6P3
2020-09,86.133,19.18,7845,1096621.23,M6o8DrKq6P3
2020-10,181.848,18.73,8421,1096621.23,M6o8DrKq6P3
2020-11,312.44,18.22,4909,1096621.23,M6o8DrKq6P3
2020-12,247.517,18.2,5356,1096621.23,M6o8DrKq6P3
2021-01,246.484,18.05,10394,575819,M6o8DrKq6P3
2021-02,172.371,18.88,10428,575819,M6o8DrKq6P3
2021-03,280.39,18.51,9660,575819,M6o8DrKq6P3
2021-04,368.676,18.07,8002,575819,M6o8DrKq6P3
2021-05,224.951,18.05,4893,575819,M6o8DrKq6P3
2021-06,11.23,18.16,4614,575819,M6o8DrKq6P3
2021-07,4.782,18.13,4428,575819,M6o8DrKq6P3
2021-08,46.941,18.78,3732,575819,M6o8DrKq6P3
2021-09,162.701,19.01,2876,575819,M6o8DrKq6P3
2021-10,267.406,18.92,2281,575819,M6o8DrKq6P3
2021-11,246.253,18.73,2662,575819,M6o8DrKq6P3
2021-12,164.407,18.52,3172,575819,M6o8DrKq6P3
2022-01,208.249,18.48,3959,709485,M6o8DrKq6P3
2022-02,233.14,17.87,3298,709485,M6o8DrKq6P3
2022-03,208.785,18.89,3176,709485,M6o8DrKq6P3
2022-04,427.779,18.31,2811,709485,M6o8DrKq6P3
2022-05,124.119,18.12,2209,709485,M6o8DrKq6P3
2022-06,5.302,17.48,2704,709485,M6o8DrKq6P3
2022-07,32.214,18.05,2464,709485,M6o8DrKq6P3
2022-08,75.145,18.27,1656,709485,M6o8DrKq6P3
2022-09,77.315,18.62,1554,709485,M6o8DrKq6P3
2022-10,81.328,19.44,1635,709485,M6o8DrKq6P3
2022-11,309.482,17.68,1786,709485,M6o8DrKq6P3
2022-12,294.037,17.7,1952,709485,M6o8DrKq6P3
2023-01,177.43,17.89,2153,740257,M6o8DrKq6P3
2023-02,156.11,18.7,1319,740257,M6o8DrKq6P3
2023-03,413.504,18.01,832,740257,M6o8DrKq6P3
2023-04,356.773,18.15,595,740257,M6o8DrKq6P3
2023-05,143.461,18.77,549,740257,M6o8DrKq6P3
2023-06,16.567,18.61,509,740257,M6o8DrKq6P3
2023-07,1.852,18.97,561,740257,M6o8DrKq6P3
2023-08,2.499,20.25,447,740257,M6o8DrKq6P3
2023-09,242.07,18.85,534,740257,M6o8DrKq6P3
2023-10,126.589,19.39,821,740257,M6o8DrKq6P3
2023-11,398.006,18.08,784,740257,M6o8DrKq6P3
2023-12,374.626,18.63,833,740257,M6o8DrKq6P3
2024-01,303.295,18.36,1437,695672.75,M6o8DrKq6P3
2024-02,171.66,19.25,978,693772,M6o8DrKq6P3
2024-03,207.87,19.66,1115,695672.75,M6o8DrKq6P3
