time_period,rainfall,mean_temperature,disease_cases,population,location
2021-06,2.353,21.76,2508,607379,VqMwIodXtFZ
2021-07,3.559,22.08,2479,607379,VqMwIodXtFZ
2021-08,28.947,22.31,2188,607379,VqMwIodXtFZ
2021-09,66.963,21.83,1851,607379,VqMwIodXtFZ
2021-10,64.814,22.29,911,607379,VqMwIodXtFZ
2021-11,80.16,21.54,1077,607379,VqMwIodXtFZ
2021-12,114.609,21.28,869,607379,VqMwIodXtFZ
2022-01,75.645,21.23,1225,568730,VqMwIodXtFZ
2022-02,124.186,20.77,616,568730,VqMwIodXtFZ
2022-03,92.696,21.83,407,568730,VqMwIodXtFZ
2022-04,156.622,21.24,417,568730,VqMwIodXtFZ
2022-05,60.801,21.18,684,568730,VqMwIodXtFZ
2022-06,1.772,21.19,972,568730,VqMwIodXtFZ
2022-07,12.491,22.12,919,568730,VqMwIodXtFZ
2022-08,58.953,21.68,597,568730,VqMwIodXtFZ
2022-09,46.081,21.7,443,568730,VqMwIodXtFZ
2022-10,53.531,22.23,372,568730,VqMwIodXtFZ
2022-11,171.531,20.59,524,568730,VqMwIodXtFZ
2022-12,156.383,20.35,1069,568730,VqMwIodXtFZ
2023-01,42.856,21.13,816,644951,VqMwIodXtFZ
2023-02,67.499,22.38,429,644951,VqMwIodXtFZ
2023-03,181.429,20.71,416,644951,VqMwIodXtFZ
2023-04,200.561,20.59,387,644951,VqMwIodXtFZ
2023-05,67.406,21.93,553,644951,VqMwIodXtFZ
2023-06,7.263,22.78,2062,644951,VqMwIodXtFZ
2023-07,0.19,22.88,1797,644951,VqMwIodXtFZ
2023-08,2.976,24.06,1096,644951,VqMwIodXtFZ
2023-09,104.599,22.19,601,644951,VqMwIodXtFZ
2023-10,90.446,22.46,803,644951,VqMwIodXtFZ
2023-11,209.932,20.35,1077,644951,VqMwIodXtFZ
2023-12,116.036,21.44,1005,644951,VqMwIodXtFZ
2024-01,121.18,21.26,824,622969.1,VqMwIodXtFZ
2024-02,104.482,22.15,944,621267,VqMwIodXtFZ
2024-03,100.369,22.69,831,622969.1,VqMwIodXtFZ
2024-04,199,20.97,816,622969.1,VqMwIodXtFZ
2024-05,19.607,22.76,1072,622969.1,VqMwIodXtFZ
2024-06,0.93,23.25,2590,622969.1,VqMwIodXtFZ
2024-07,3.097,23.87,2242,622969.1,VqMwIodXtFZ
2024-08,6.867,23.85,1856,622969.1,VqMwIodXtFZ
2024-09,33.177,23.6,1467,622969.1,VqMwIodXtFZ
2024-10,79.875,22.16,1456,622969.1,VqMwIodXtFZ
2024-11,140.794,21.24,3944,622969.1,VqMwIodXtFZ
2024-12,128.205,21.1,4206,622969.1,VqMwIodXtFZ
2015-01,50.554,17.4,510,743873,bFXwg69YOeD
2015-02,90.899,17.75,446,743873,bFXwg69YOeD
2015-03,163.386,17.38,347,743873,bFXwg69YOeD
2015-04,309.828,16.49,335,743873,bFXwg69YOeD
2015-05,76.612,16.86,479,743873,bFXwg69YOeD
2015-06,77.194,17,874,743873,bFXwg69YOeD
2015-07,9.92,17.49,720,743873,bFXwg69YOeD
2015-08,13.34,18.25,566,743873,bFXwg69YOeD
2015-09,81.68,17.71,486,743873,bFXwg69YOeD
2015-10,311.149,17.11,564,743873,bFXwg69YOeD
2015-11,370.984,16.48,1142,743873,bFXwg69YOeD
2015-12,424.019,16.79,2513,743873,bFXwg69YOeD
2016-01,240.398,17.65,1231,831036.59,bFXwg69YOeD
2016-02,89.276,18.52,1147,828766,bFXwg69YOeD
2016-03,165.68,18.49,894,831036.59,bFXwg69YOeD
2016-04,474.609,17.24,714,831036.59,bFXwg69YOeD
2016-05,58.374,17.51,1152,831036.59,bFXwg69YOeD
2016-06,12.494,17.23,1279,831036.59,bFXwg69YOeD
2016-07,7.979,18.06,740,831036.59,bFXwg69YOeD
2016-08,11.132,18.46,354,831036.59,bFXwg69YOeD
2016-09,127.837,18.09,396,831036.59,bFXwg69YOeD
2016-10,219.605,17.53,526,831036.59,bFXwg69YOeD
2016-11,208.983,16.69,781,831036.59,bFXwg69YOeD
2016-12,110.154,17,863,831036.59,bFXwg69YOeD
2017-01,104.107,17.82,865,842486,bFXwg69YOeD
2017-02,184.609,16.96,611,842486,bFXwg69YOeD
2017-03,225.317,17.12,557,842486,bFXwg69YOeD
2017-04,133.408,16.78,823,842486,bFXwg69YOeD
2017-05,83.236,16.6,900,842486,bFXwg69YOeD
2017-06,8.143,17.45,793,842486,bFXwg69YOeD
2017-07,16.385,17.93,555,842486,bFXwg69YOeD
2017-08,85.088,17.35,427,842486,bFXwg69YOeD
2017-09,198.307,16.96,460,842486,bFXwg69YOeD
2017-10,215.782,17.09,582,842486,bFXwg69YOeD
2017-11,227.64,16.55,559,842486,bFXwg69YOeD
2017-12,150.063,17.1,690,842486,bFXwg69YOeD
2018-01,177.495,16.66,788,780609,bFXwg69YOeD
2018-02,189.568,17.44,575,780609,bFXwg69YOeD
2018-03,296.05,16.83,511,780609,bFXwg69YOeD
2018-04,442.066,16.42,450,780609,bFXwg69YOeD
2018-05,87.389,16.49,455,780609,bFXwg69YOeD
2018-06,21.839,16.86,397,780609,bFXwg69YOeD
2018-07,26.491,16.72,265,780609,bFXwg69YOeD
2018-08,125.192,16.74,192,780609,bFXwg69YOeD
2018-09,85.33,16.91,221,780609,bFXwg69YOeD
2018-10,183.053,16.78,275,780609,bFXwg69YOeD
2018-11,239.809,16.9,397,780609,bFXwg69YOeD
2018-12,239.261,16.52,460,780609,bFXwg69YOeD
2019-01,141.07,17.33,433,857864,bFXwg69YOeD
2019-02,107.8,17.77,333,857864,bFXwg69YOeD
2019-03,177.224,17.72,387,857864,bFXwg69YOeD
2019-04,261.227,17.32,369,857864,bFXwg69YOeD
2019-05,131.409,16.75,559,857864,bFXwg69YOeD
2019-06,78.345,16.86,511,857864,bFXwg69YOeD
2019-07,40.395,17.11,535,857864,bFXwg69YOeD
2019-08,67.864,17.4,422,857864,bFXwg69YOeD
2019-09,123.728,17.16,464,857864,bFXwg69YOeD
2019-10,267.2,16.12,541,857864,bFXwg69YOeD
2019-11,194.89,16.81,562,857864,bFXwg69YOeD
2019-12,346.808,16.8,605,857864,bFXwg69YOeD
2020-01,173.271,17.42,455,784367.08,bFXwg69YOeD
2020-02,229.43,17.66,395,782224,bFXwg69YOeD
2020-03,222.723,17.61,366,784367.08,bFXwg69YOeD
2020-04,268.928,17.22,235,784367.08,bFXwg69YOeD
2020-05,87.009,17.09,138,784367.08,bFXwg69YOeD
2020-06,41.421,16.89,124,784367.08,bFXwg69YOeD
2020-07,12.272,17.19,183,784367.08,bFXwg69YOeD
2020-08,51.223,18.25,226,784367.08,bFXwg69YOeD
2020-09,181.009,17.28,201,784367.08,bFXwg69YOeD
2020-10,184.18,16.85,155,784367.08,bFXwg69YOeD
2020-11,252.747,16.47,235,784367.08,bFXwg69YOeD
2020-12,224.414,16.7,212,784367.08,bFXwg69YOeD
2021-01,176.471,16.76,23,538647,bFXwg69YOeD
2021-02,118.831,17.59,107,538647,bFXwg69YOeD
2021-03,155.949,17.15,133,538647,bFXwg69YOeD
2021-04,157.622,16.6,156,538647,bFXwg69YOeD
2021-05,149.185,16.73,176,538647,bFXwg69YOeD
2021-06,9.552,16.79,172,538647,bFXwg69YOeD
2021-07,10.873,17.37,88,538647,bFXwg69YOeD
2021-08,96.269,17.33,115,538647,bFXwg69YOeD
2021-09,144.841,16.94,147,538647,bFXwg69YOeD
2021-10,157.805,17.32,144,538647,bFXwg69YOeD
2021-11,143.124,17,189,538647,bFXwg69YOeD
2021-12,137.151,16.89,200,538647,bFXwg69YOeD
2022-01,98.335,17.23,124,542417,bFXwg69YOeD
2022-02,181.263,16.91,122,542417,bFXwg69YOeD
2022-03,159.526,17.5,144,542417,bFXwg69YOeD
2022-04,265.135,16.88,122,542417,bFXwg69YOeD
2022-05,101.713,16.7,166,542417,bFXwg69YOeD
2022-06,8.275,16.18,224,542417,bFXwg69YOeD
2022-07,43.097,17.12,166,542417,bFXwg69YOeD
2022-08,161.337,16.78,209,542417,bFXwg69YOeD
2022-09,126.171,16.62,221,542417,bFXwg69YOeD
2022-10,80.786,17.39,265,542417,bFXwg69YOeD
2022-11,326.047,16.29,232,542417,bFXwg69YOeD
2022-12,220.58,16.11,230,542417,bFXwg69YOeD
2023-01,102.674,16.61,183,493949,bFXwg69YOeD
2023-02,189.597,17.48,141,493949,bFXwg69YOeD
2023-03,364.151,16.64,195,493949,bFXwg69YOeD
2023-04,206.058,16.67,172,493949,bFXwg69YOeD
2023-05,105.096,17.41,227,493949,bFXwg69YOeD
2023-06,23.57,17.55,224,493949,bFXwg69YOeD
2023-07,2.399,18.14,210,493949,bFXwg69YOeD
2023-08,7.299,19.17,239,493949,bFXwg69YOeD
2023-09,220.638,17.49,268,493949,bFXwg69YOeD
2023-10,152.717,17.53,310,493949,bFXwg69YOeD
2023-11,288.32,16.38,308,493949,bFXwg69YOeD
2023-12,302.672,17.3,306,493949,bFXwg69YOeD
2024-01,167.334,17.63,247,492317.13,bFXwg69YOeD
2024-02,185.752,17.91,205,490972,bFXwg69YOeD
2024-03,184.672,18.14,246,492317.13,bFXwg69YOeD
2024-04,226.187,17.44,267,492317.13,bFXwg69YOeD
2024-05,125.36,17.96,248,492317.13,bFXwg69YOeD
2024-06,5.944,18.02,217,492317.13,bFXwg69YOeD
2024-07,24.272,18.69,178,492317.13,bFXwg69YOeD
2024-08,18.261,18.8,217,492317.13,bFXwg69YOeD
2024-09,84.625,18.48,255,492317.13,bFXwg69YOeD
2024-10,192.246,17.36,282,492317.13,bFXwg69YOeD
2024-11,326.801,16.74,493,492317.13,bFXwg69YOeD
2024-12,224.115,16.98,517,492317.13,bFXwg69YOeD
2015-01,80.694,19.53,13525,775102,zuLjFsLTx2m
2015-02,86.841,19.63,11433,775102,zuLjFsLTx2m
2015-03,94.884,19.44,9006,775102,zuLjFsLTx2m
2015-04,152.247,18.37,9052,775102,zuLjFsLTx2m
2015-05,62.949,18.96,8040,775102,zuLjFsLTx2m
2015-06,36.482,19.43,15816,775102,zuLjFsLTx2m
2015-07,4.12,20.41,9489,775102,zuLjFsLTx2m
2015-08,3.566,20.98,5236,775102,zuLjFsLTx2m
2015-09,38.379,20.19,10034,775102,zuLjFsLTx2m
2015-10,145.411,19.09,19963,775102,zuLjFsLTx2m
2015-11,144.253,18.31,27444,775102,zuLjFsLTx2m
2015-12,147.937,18.77,44560,775102,zuLjFsLTx2m
2016-01,170.437,19.41,26825,800900.25,zuLjFsLTx2m
2016-02,70.851,20.59,18820,798712,zuLjFsLTx2m
2016-03,78.073,20.5,12942,800900.25,zuLjFsLTx2m
2016-04,243.6,18.87,9145,800900.25,zuLjFsLTx2m
2016-05,37.336,19.88,10876,800900.25,zuLjFsLTx2m
2016-06,5.421,19.87,10466,800900.25,zuLjFsLTx2m
2016-07,3.284,20.51,4568,800900.25,zuLjFsLTx2m
2016-08,5.327,21.15,2585,800900.25,zuLjFsLTx2m
2016-09,74.775,20.52,5291,800900.25,zuLjFsLTx2m
2016-10,110.16,19.49,8973,800900.25,zuLjFsLTx2m
2016-11,114.758,18.36,17229,800900.25,zuLjFsLTx2m
2016-12,65.624,18.74,14618,800900.25,zuLjFsLTx2m
2017-01,82.167,19.85,17353,749658,zuLjFsLTx2m
2017-02,113.504,18.89,14907,749658,zuLjFsLTx2m
2017-03,110.974,19.02,10717,749658,zuLjFsLTx2m
2017-04,86.113,18.79,11644,749658,zuLjFsLTx2m
2017-05,86.608,18.66,13738,749658,zuLjFsLTx2m
2017-06,3.686,20.1,14804,749658,zuLjFsLTx2m
2017-07,5.684,20.17,10079,749658,zuLjFsLTx2m
2017-08,36.957,20.1,5754,749658,zuLjFsLTx2m
2017-09,77.976,19.37,9808,749658,zuLjFsLTx2m
2017-10,111.565,19.05,14254,749658,zuLjFsLTx2m
2017-11,123.225,18.28,14276,749658,zuLjFsLTx2m
2017-12,132.88,19.17,13696,749658,zuLjFsLTx2m
2018-01,228.23,18.46,24311,869864,zuLjFsLTx2m
2018-02,112.88,19.27,12496,869864,zuLjFsLTx2m
2018-03,218.613,18.75,13328,869864,zuLjFsLTx2m
2018-04,326.637,18.14,9938,869864,zuLjFsLTx2m
2018-05,71.625,18.51,9290,869864,zuLjFsLTx2m
2018-06,9.75,19.44,7708,869864,zuLjFsLTx2m
2018-07,6.66,19.28,4229,869864,zuLjFsLTx2m
2018-08,69.004,19.24,2494,869864,zuLjFsLTx2m
2018-09,39.243,19,2522,869864,zuLjFsLTx2m
2018-10,104.215,18.8,4395,869864,zuLjFsLTx2m
2018-11,104.214,18.66,6548,869864,zuLjFsLTx2m
2018-12,172.908,18.37,8796,869864,zuLjFsLTx2m
2019-01,146.63,19.16,8139,429508,zuLjFsLTx2m
2019-02,74.279,19.62,7808,429508,zuLjFsLTx2m
2019-03,105.745,19.55,8575,429508,zuLjFsLTx2m
2019-04,114.781,19.33,9241,429508,zuLjFsLTx2m
2019-05,111.994,18.39,14505,429508,zuLjFsLTx2m
2019-06,28.252,19.23,13785,429508,zuLjFsLTx2m
2019-07,18.043,19.85,12913,429508,zuLjFsLTx2m
2019-08,31.768,20.16,5462,429508,zuLjFsLTx2m
2019-09,64.317,19.66,5131,429508,zuLjFsLTx2m
2019-10,159.418,17.86,6627,429508,zuLjFsLTx2m
2019-11,127.221,18.63,5329,429508,zuLjFsLTx2m
2019-12,188.897,18.74,5892,429508,zuLjFsLTx2m
2020-01,154.886,19.31,8625,851354.1,zuLjFsLTx2m
2020-02,164.259,19.5,6719,849028,zuLjFsLTx2m
2020-03,302.291,19.29,6881,851354.1,zuLjFsLTx2m
2020-04,254.167,18.9,4302,851354.1,zuLjFsLTx2m
2020-05,67.785,19.17,4014,851354.1,zuLjFsLTx2m
2020-06,29.91,19.37,3549,851354.1,zuLjFsLTx2m
2020-07,8.755,19.67,2179,851354.1,zuLjFsLTx2m
2020-08,22.694,20.82,1692,851354.1,zuLjFsLTx2m
2020-09,60.036,19.83,2335,851354.1,zuLjFsLTx2m
2020-10,129.002,18.92,2434,851354.1,zuLjFsLTx2m
2020-11,139.621,18.32,2171,851354.1,zuLjFsLTx2m
2020-12,114.285,18.63,1889,851354.1,zuLjFsLTx2m
2021-01,136.888,18.61,2056,448435,zuLjFsLTx2m
2021-02,136.463,19.36,2116,448435,zuLjFsLTx2m
2021-03,116.055,19.01,2398,448435,zuLjFsLTx2m
2021-04,104.94,18.35,2453,448435,zuLjFsLTx2m
2021-05,112.012,18.75,2497,448435,zuLjFsLTx2m
2021-06,6.594,19.35,2576,448435,zuLjFsLTx2m
2021-07,3.645,19.78,2718,448435,zuLjFsLTx2m
2021-08,40.351,19.7,1667,448435,zuLjFsLTx2m
2021-09,62.367,19.44,1767,448435,zuLjFsLTx2m
2021-10,85.371,19.3,1840,448435,zuLjFsLTx2m
2021-11,90.792,18.82,1992,448435,zuLjFsLTx2m
2021-12,86.803,18.68,2453,448435,zuLjFsLTx2m
2022-01,104.529,19.22,2753,476832,zuLjFsLTx2m
2022-02,233.682,18.5,2028,476832,zuLjFsLTx2m
2022-03,135.375,19.24,2304,476832,zuLjFsLTx2m
2022-04,209.509,18.64,2251,476832,zuLjFsLTx2m
2022-05,54.571,18.77,2791,476832,zuLjFsLTx2m
2022-06,5.327,18.51,3491,476832,zuLjFsLTx2m
2022-07,22.882,19.65,2194,476832,zuLjFsLTx2m
2022-08,70.723,19.12,1499,476832,zuLjFsLTx2m
2022-09,52.328,19.04,1703,476832,zuLjFsLTx2m
2022-10,46.673,19.66,1687,476832,zuLjFsLTx2m
2022-11,211.694,18.35,1934,476832,zuLjFsLTx2m
2022-12,149.807,17.95,2257,476832,zuLjFsLTx2m
2023-01,82.373,18.53,2752,487484,zuLjFsLTx2m
2023-02,120.95,19.34,2259,487484,zuLjFsLTx2m
2023-03,272.419,18.47,1370,487484,zuLjFsLTx2m
2023-04,140.415,18.37,1275,487484,zuLjFsLTx2m
2023-05,62.186,19.71,1744,487484,zuLjFsLTx2m
2023-06,10.971,20.15,2194,487484,zuLjFsLTx2m
2023-07,0.905,20.55,1774,487484,zuLjFsLTx2m
2023-08,2.078,21.59,1671,487484,zuLjFsLTx2m
2023-09,118.606,19.68,1495,487484,zuLjFsLTx2m
2023-10,96.176,19.54,1669,487484,zuLjFsLTx2m
2023-11,209.045,18.01,1840,487484,zuLjFsLTx2m
2023-12,133.755,19.24,1741,487484,zuLjFsLTx2m
2024-01,246.45,19.26,2851,386075.85,zuLjFsLTx2m
2024-02,183.533,19.73,1878,385021,zuLjFsLTx2m
2024-03,103.926,20.01,1599,386075.85,zuLjFsLTx2m
2024-04,166.695,19.04,1696,386075.85,zuLjFsLTx2m
2024-05,65.407,20.28,1593,386075.85,zuLjFsLTx2m
2024-06,2.821,20.48,1234,386075.85,zuLjFsLTx2m
2024-07,9.512,20.95,1446,386075.85,zuLjFsLTx2m
2024-08,6.396,21.61,1416,386075.85,zuLjFsLTx2m
2024-09,37.832,21.2,1567,386075.85,zuLjFsLTx2m
2024-10,95.636,19.53,1805,386075.85,zuLjFsLTx2m
2024-11,165.775,18.56,1831,386075.85,zuLjFsLTx2m
2024-12,152.288,19,1653,386075.85,zuLjFsLTx2m
2015-01,33.668,21.59,23873,458691,PnnZRLwoD66
2015-02,63.835,21.64,12517,458691,PnnZRLwoD66
2015-03,106.105,21.28,8923,458691,PnnZRLwoD66
2015-04,152.234,19.87,11107,458691,PnnZRLwoD66
2015-05,70.653,20.4,22690,458691,PnnZRLwoD66
2015-06,23.173,21.1,26882,458691,PnnZRLwoD66
2015-07,2.97,21.99,12567,458691,PnnZRLwoD66
2015-08,12.154,22.51,3811,458691,PnnZRLwoD66
2015-09,56.803,21.64,4857,458691,PnnZRLwoD66
2015-10,188.992,20.75,15828,458691,PnnZRLwoD66
2015-11,174.041,19.86,44918,458691,PnnZRLwoD66
2015-12,83.269,20.38,68378,458691,PnnZRLwoD66
2016-01,80.43,21.23,28257,449016.82,PnnZRLwoD66
2016-02,60.6,22.5,14564,447790,PnnZRLwoD66
2016-03,59.608,22.22,10393,449016.82,PnnZRLwoD66
2016-04,177.147,20.48,15117,449016.82,PnnZRLwoD66
2016-05,40.562,21.13,32214,449016.82,PnnZRLwoD66
2016-06,2.416,21.31,28467,449016.82,PnnZRLwoD66
2016-07,0.659,22.16,10160,449016.82,PnnZRLwoD66
2016-08,3.657,22.74,4965,449016.82,PnnZRLwoD66
2016-09,61.895,22.2,7612,449016.82,PnnZRLwoD66
2016-10,95.182,21.27,25509,449016.82,PnnZRLwoD66
2016-11,155.819,20.15,43653,449016.82,PnnZRLwoD66
2016-12,77.753,20.41,46510,449016.82,PnnZRLwoD66
2017-01,60.413,21.6,42698,518316,PnnZRLwoD66
2017-02,91.056,20.96,20976,518316,PnnZRLwoD66
2017-03,121.421,20.71,14505,518316,PnnZRLwoD66
2017-04,115.049,20.35,20569,518316,PnnZRLwoD66
2017-05,94.042,20.21,32282,518316,PnnZRLwoD66
2017-06,2.106,21.74,29094,518316,PnnZRLwoD66
2017-07,1.432,22.63,17256,518316,PnnZRLwoD66
2017-08,31.024,21.99,10819,518316,PnnZRLwoD66
2017-09,76.758,21.1,14543,518316,PnnZRLwoD66
2017-10,113.448,21.14,27133,518316,PnnZRLwoD66
2017-11,126.969,19.99,35174,518316,PnnZRLwoD66
2017-12,91.799,20.67,46705,518316,PnnZRLwoD66
2018-01,118.494,20.38,45506,419323,PnnZRLwoD66
2018-02,103.897,21.25,32715,419323,PnnZRLwoD66
2018-03,162.042,20.34,30755,419323,PnnZRLwoD66
2018-04,280.069,19.63,24426,419323,PnnZRLwoD66
2018-05,87.31,19.85,38090,419323,PnnZRLwoD66
2018-06,13.701,20.56,38697,419323,PnnZRLwoD66
2018-07,4.134,20.53,26067,419323,PnnZRLwoD66
2018-08,102.674,20.57,13627,419323,PnnZRLwoD66
2018-09,51.472,20.61,14646,419323,PnnZRLwoD66
2018-10,109.453,20.55,20154,419323,PnnZRLwoD66
2018-11,118.635,20.51,35413,419323,PnnZRLwoD66
2018-12,113.73,20.07,38711,419323,PnnZRLwoD66
2019-01,63.271,21.12,36002,457342,PnnZRLwoD66
2019-02,65.762,21.68,28942,457342,PnnZRLwoD66
2019-03,96.807,21.71,29174,457342,PnnZRLwoD66
2019-04,115.53,20.91,30459,457342,PnnZRLwoD66
2019-05,126.835,20.08,31438,457342,PnnZRLwoD66
2019-06,39.114,20.9,20512,457342,PnnZRLwoD66
2019-07,16.437,21.4,14957,457342,PnnZRLwoD66
2019-08,34.926,21.77,5051,457342,PnnZRLwoD66
2019-09,68.379,21.34,4545,457342,PnnZRLwoD66
2019-10,173.441,19.79,5085,457342,PnnZRLwoD66
2019-11,112.302,20.57,6858,457342,PnnZRLwoD66
2019-12,150.594,20.21,6736,457342,PnnZRLwoD66
2020-01,77.806,21.17,7453,584757.7,PnnZRLwoD66
2020-02,115.172,21.28,6562,583160,PnnZRLwoD66
2020-03,161.153,21.03,6705,584757.7,PnnZRLwoD66
2020-04,213.502,20.6,7198,584757.7,PnnZRLwoD66
2020-05,62.922,20.76,8829,584757.7,PnnZRLwoD66
2020-06,29.347,20.94,5488,584757.7,PnnZRLwoD66
2020-07,3.433,21.4,4038,584757.7,PnnZRLwoD66
2020-08,14.959,22.55,3911,584757.7,PnnZRLwoD66
2020-09,64.159,21.56,3792,584757.7,PnnZRLwoD66
2020-10,130.403,20.84,4521,584757.7,PnnZRLwoD66
2020-11,153.013,20,4283,584757.7,PnnZRLwoD66
2020-12,92.2,20.27,4279,584757.7,PnnZRLwoD66
2021-01,80.518,20.46,4549,506585,PnnZRLwoD66
2021-02,83.445,21.16,4435,506585,PnnZRLwoD66
2021-03,101.848,20.88,4928,506585,PnnZRLwoD66
2021-04,122.368,19.93,3673,506585,PnnZRLwoD66
2021-05,130.99,20.11,4410,506585,PnnZRLwoD66
2021-06,2.821,20.86,2129,506585,PnnZRLwoD66
2021-07,3.095,21.45,1763,506585,PnnZRLwoD66
2021-08,32.414,21.59,1525,506585,PnnZRLwoD66
2021-09,74.36,21.3,1274,506585,PnnZRLwoD66
2021-10,73.543,21.61,1241,506585,PnnZRLwoD66
2021-11,81.411,20.85,1489,506585,PnnZRLwoD66
2021-12,122.371,20.61,1368,506585,PnnZRLwoD66
2022-01,58.348,20.94,1481,711060,PnnZRLwoD66
2022-02,100.341,20.48,982,711060,PnnZRLwoD66
2022-03,89.403,21.28,581,711060,PnnZRLwoD66
2022-04,184.458,20.45,747,711060,PnnZRLwoD66
2022-05,77.921,20.31,646,711060,PnnZRLwoD66
2022-06,2.188,19.96,785,711060,PnnZRLwoD66
2022-07,14.091,21.25,468,711060,PnnZRLwoD66
2022-08,69.558,20.79,457,711060,PnnZRLwoD66
2022-09,47.27,20.99,436,711060,PnnZRLwoD66
2022-10,47.77,21.67,506,711060,PnnZRLwoD66
2022-11,190.826,20.08,770,711060,PnnZRLwoD66
2022-12,120.632,19.78,1066,711060,PnnZRLwoD66
2023-01,42.679,20.59,532,572043,PnnZRLwoD66
2023-02,76.575,21.89,502,572043,PnnZRLwoD66
2023-03,177.043,20.25,443,572043,PnnZRLwoD66
2023-04,170.645,20.02,348,572043,PnnZRLwoD66
2023-05,81.427,21.11,298,572043,PnnZRLwoD66
2023-06,9.178,21.76,330,572043,PnnZRLwoD66
2023-07,0.174,22.3,370,572043,PnnZRLwoD66
2023-08,3.228,23.51,315,572043,PnnZRLwoD66
2023-09,90.99,21.67,210,572043,PnnZRLwoD66
2023-10,92.244,21.63,407,572043,PnnZRLwoD66
2023-11,205.13,19.69,473,572043,PnnZRLwoD66
2023-12,97.342,20.81,280,572043,PnnZRLwoD66
2024-01,96.364,20.94,601,697048.5,PnnZRLwoD66
2024-02,95.696,21.64,408,695144,PnnZRLwoD66
2024-03,75.779,21.9,325,697048.5,PnnZRLwoD66
2024-04,168.013,20.56,374,697048.5,PnnZRLwoD66
2024-05,35.121,21.82,435,697048.5,PnnZRLwoD66
2024-06,1.138,22.36,363,697048.5,PnnZRLwoD66
2024-07,2.151,23.19,340,697048.5,PnnZRLwoD66
2024-08,5.263,23.35,457,697048.5,PnnZRLwoD66
2024-09,33.907,22.97,595,697048.5,PnnZRLwoD66
2024-10,89.163,21.44,783,697048.5,PnnZRLwoD66
2024-11,137.39,20.51,1552,697048.5,PnnZRLwoD66
2024-12,110.95,20.51,1444,697048.5,PnnZRLwoD66
2015-01,42.025,19.78,1367,930074,o5Gxx8zOilJ
2015-02,65.178,20,1049,930074,o5Gxx8zOilJ
2015-03,144.805,19.37,625,930074,o5Gxx8zOilJ
2015-04,202.476,18.15,684,930074,o5Gxx8zOilJ
2015-05,99.15,18.58,1978,930074,o5Gxx8zOilJ
2015-06,44.704,18.82,4525,930074,o5Gxx8zOilJ
2015-07,7.8,19.48,2987,930074,o5Gxx8zOilJ
2015-08,14.747,20.27,1749,930074,o5Gxx8zOilJ
2015-09,63.655,19.61,2015,930074,o5Gxx8zOilJ
2015-10,204.675,18.96,3251,930074,o5Gxx8zOilJ
2015-11,272.785,18.02,7965,930074,o5Gxx8zOilJ
2015-12,113.547,18.55,23064,930074,o5Gxx8zOilJ
2016-01,122.213,19.51,10226,1026256.98,o5Gxx8zOilJ
2016-02,58.954,20.71,6599,1023453,o5Gxx8zOilJ
2016-03,88.792,20.38,4102,1026256.98,o5Gxx8zOilJ
2016-04,266.934,18.83,5046,1026256.98,o5Gxx8zOilJ
2016-05,49.647,19.25,10560,1026256.98,o5Gxx8zOilJ
2016-06,7.757,19.16,6908,1026256.98,o5Gxx8zOilJ
2016-07,3.154,20.07,3983,1026256.98,o5Gxx8zOilJ
2016-08,7.462,20.48,1363,1026256.98,o5Gxx8zOilJ
2016-09,90.306,20.09,2918,1026256.98,o5Gxx8zOilJ
2016-10,135.164,19.3,6356,1026256.98,o5Gxx8zOilJ
2016-11,181.735,18.29,8639,1026256.98,o5Gxx8zOilJ
2016-12,68.598,18.71,8043,1026256.98,o5Gxx8zOilJ
2017-01,61.543,19.97,8017,945744,o5Gxx8zOilJ
2017-02,120.462,19.02,4414,945744,o5Gxx8zOilJ
2017-03,180.727,18.84,3289,945744,o5Gxx8zOilJ
2017-04,149.115,18.49,3026,945744,o5Gxx8zOilJ
2017-05,121.92,18.29,4774,945744,o5Gxx8zOilJ
2017-06,6.299,19.41,4791,945744,o5Gxx8zOilJ
2017-07,5.138,20.1,2784,945744,o5Gxx8zOilJ
2017-08,52.641,19.67,1896,945744,o5Gxx8zOilJ
2017-09,121.793,19.05,1796,945744,o5Gxx8zOilJ
2017-10,138.102,19.1,2766,945744,o5Gxx8zOilJ
2017-11,162.233,18.13,3930,945744,o5Gxx8zOilJ
2017-12,82.165,18.99,6682,945744,o5Gxx8zOilJ
2018-01,138.986,18.85,7063,1043665.47,o5Gxx8zOilJ
2018-02,137.638,19.51,6609,1043665.47,o5Gxx8zOilJ
2018-03,249.368,18.56,4346,1043665.47,o5Gxx8zOilJ
2018-04,351.715,17.99,3263,1043665.47,o5Gxx8zOilJ
2018-05,117.55,18.1,3702,1043665.47,o5Gxx8zOilJ
2018-06,23.375,18.56,4820,1043665.47,o5Gxx8zOilJ
2018-07,10.59,18.51,3556,1043665.47,o5Gxx8zOilJ
2018-08,121.896,18.55,2117,1043665.47,o5Gxx8zOilJ
2018-09,90.897,18.61,1881,1043665.47,o5Gxx8zOilJ
2018-10,144.715,18.61,1788,1043665.47,o5Gxx8zOilJ
2018-11,131.78,18.57,3188,1043665.47,o5Gxx8zOilJ
2018-12,153.747,18.27,4806,1043665.47,o5Gxx8zOilJ
2019-01,63.849,19.46,7059,1036812,o5Gxx8zOilJ
2019-02,75.126,19.97,5983,1036812,o5Gxx8zOilJ
